CARMA,Name,Name,Name,Name,Fueltype,Fueltype,Fueltype,Fueltype,Technology,Technology,Technology,Technology,Set,Set,Set,Set,Country,Country,Country,Country,Capacity,Capacity,Capacity,Capacity,Efficiency,Efficiency,Efficiency,Efficiency,Duration,Duration,Duration,Duration,Volume_Mm3,Volume_Mm3,Volume_Mm3,Volume_Mm3,DamHeight_m,DamHeight_m,DamHeight_m,DamHeight_m,StorageCapacity_MWh,StorageCapacity_MWh,StorageCapacity_MWh,StorageCapacity_MWh,DateIn,DateIn,DateIn,DateIn,DateRetrofit,DateRetrofit,DateRetrofit,DateRetrofit,DateMothball,DateMothball,DateMothball,DateMothball,DateOut,DateOut,DateOut,DateOut,lat,lat,lat,lat,lon,lon,lon,lon,EIC,EIC,EIC,EIC,projectID,projectID,projectID,projectID
,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC
id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Kobbelv,Kobbelv,Kobbelv kraftverk norway,Kobbelv,Hydro,Hydro,Hydro,Hydro,,,Reservoir,Reservoir,PP,PP,PP,Store,Norway,Norway,Norway,Norway,261.05414208583716,300.0,296.1783439490446,300.0,,,,,0.0,0.0,0.0,7070.04,0.0,0.0,0.0,1476.0,0.0,0.0,0.0,590.0,0.0,0.0,0.0,2121012.0,,,1987.0,,,,1987.0,,,,,,,,,,,67.57994000000001,67.62319000000001,67.62162099999999,,15.890719899999999,15.990229999999999,16.007076,[nan],['50WP00000000366U'],[nan],[nan],['CARMA22543'],['50WP00000000366U'],['GEO45734'],['N260']
159,Goldisthal,Goldisthal,Goldisthal,Goldisthal goldisthal pss goldisthal germany,Hydro,Hydro,Hydro,Hydro,,,Pumped Storage,Pumped Storage,PP,PP,Store,Store,Germany,Germany,Germany,Germany,922.9743229539498,1060.0,1002.2955990515284,1060.0,,,,,0.0,0.0,0.0,7.59433962264151,0.0,0.0,0.0,12.0,0.0,0.0,0.0,302.0,0.0,0.0,0.0,8050.0,,,2003.0,,,,2003.0,,,,,,,,,,50.5166667,,50.5075,50.50975864,11.0,,11.0049,11.02087498,[nan],['11WD8GOLD1H----6'],[nan],[nan],['CARMA15413'],['11WD8GOLD1H----6'],['GEO44336'],['H12']
160,Kaprun haupstufe limberg,Kaprun hauptstufe,Kaprun haupstufe,Kaprun hauptstufe kaprun hauptstufe limberg,Hydro,Hydro,Hydro,Hydro,,,Reservoir,Reservoir,PP,PP,PP,Store,Austria,Austria,Austria,Austria,191.4397041962806,260.0,236.94267515923568,240.0,,,,,0.0,0.0,0.0,666.25,0.0,0.0,0.0,81.17,0.0,0.0,0.0,858.0,0.0,0.0,0.0,159900.0,,,1953.0,,,,2014.0,,,,,,,,,,47.2723865616421,47.2728876,47.26016,47.259591,12.759847640991199,12.759674,12.7396,12.738799,[nan],['14W-TKH-KW-----O'],[nan],[nan],['CARMA21221'],['14W-TKH-KW-----O'],['GEO45542'],['H182']
161,Gerstheim,Gerstheim,Gerstheim,Gerstheim gerstheim gerstheim,Hydro,Hydro,Hydro,Hydro,,,Run-Of-River,Run-Of-River,PP,PP,PP,Store,France,France,France,France,82.84118108857234,140.5,95.55829277340827,140.5,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,,,1967.0,,,,,,,,,,,,,,48.381423999999996,48.38069000000001,48.403999999999996,48.40385,7.703083,7.695487,7.728,7.72775,[nan],['17W100P100P0310U'],[nan],[nan],['CARMA14985'],['17W100P100P0310U'],['GEO39807'],['H353']
162,Ffestiniog,Ffes,Ffestiniog wales,Ffestiniog ffestiniog wales uk ffestiniog wales uk,Hydro,Hydro,Hydro,Hydro,,,Pumped Storage,Pumped Storage,PP,PP,Store,Store,United Kingdom,United Kingdom,United Kingdom,United Kingdom,313.952413077164,384.0,340.4022789231606,360.0,,,,,0.0,0.0,0.0,4.805555555555555,0.0,0.0,0.0,1.7,0.0,0.0,0.0,320.0,0.0,0.0,0.0,1730.0,,,1963.0,,,,1963.0,,,,,,,,,,52.994640307721795,,52.9807,52.980785,-3.93696784973145,,-3.9686,-3.9687080000000003,"[nan, nan]",['48WSTN00000FFESK'],[nan],[nan],"['CARMA13374', 'CARMA13375']",['48WSTN00000FFESK'],['GEO3173'],['H112']
163,Dlouhe strane,Edst,Dlouhe strane republic,Edst dlouhe strane czech,Hydro,Hydro,Hydro,Hydro,,,Pumped Storage,Pumped Storage,PP,PP,Store,Store,Czech Republic,Czech Republic,Czech Republic,Czech Republic,565.7565367284263,638.0,614.6152258334844,650.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,,,1996.0,,,,1996.0,,,,,,,,,,50.2293701545827,,50.08259,50.083,17.2046430731627,,17.180557,17.180999999999997,"[nan, nan]",['27W-PU-EDST----Z'],[nan],[nan],"['CARMA10945', 'CARMA10946']",['27W-PU-EDST----Z'],['GEO42364'],['H40']
164,Donzere,Donzere mondragon,Bollene,Donzere mondragon bollene,Hydro,Hydro,Hydro,Hydro,,,Run-Of-River,Run-Of-River,PP,PP,PP,Store,France,France,France,France,308.0438876612879,348.0,239.9123095162165,345.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,0.0,0.0,0.0,0.0,,,1952.0,,,,,,,,,,,,,,44.440893,44.3039111,44.303999999999995,44.304001,4.711792,4.7414973,4.742,4.742,[nan],['17W100P100P0324J'],[nan],[nan],['CARMA11135'],['17W100P100P0324J'],['GEO39757'],['H116']
165,Gerlos,Gerlos,Gerlos,Gerlos gerlos gerlos,Hydro,Hydro,Hydro,Hydro,,,Reservoir,Reservoir,PP,PP,PP,Store,Austria,Austria,Austria,Austria,174.21013081861534,200.2,197.45222929936307,200.0,,,,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,610.5,0.0,0.0,0.0,1200.0,,,1949.0,,,,1991.0,,,,,,,,,,47.2333333,47.2248574,47.23417,47.233703999999996,11.883333300000002,12.0306257,11.89972,11.899669,[nan],['14W-TZG-KW-----H'],[nan],[nan],['CARMA14969'],['14W-TZG-KW-----H'],['GEO45035'],['H242']
166,Dychow,Dychów,Dychow,Dychów dychow dychow,Hydro,Hydro,Hydro,Hydro,,,Pumped Storage,Pumped Storage,PP,PP,Store,Store,Poland,Poland,Poland,Poland,69.17934765274686,85.0,85.10056973079016,92.0,,,,,0.0,0.0,0.0,2.717391304347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,,,1936.0,,,,2002.0,,,,,,,,,,51.98646592668899,51.9863325,51.9883,51.9863325,15.060882568359402,15.060819899999998,15.053332999999999,15.060819899999899,[nan],['19W000000000272Y'],[nan],[nan],['CARMA11576'],['19W000000000272Y'],['GEO42468'],['H591']
167,Edolo,Edolo,Edolo,Edolo edolo edolo italy,Hydro,Hydro,Hydro,Hydro,,,Pumped Storage,Pumped Storage,PP,PP,Store,Store,Italy,Italy,Italy,Italy,1113.8310062329053,950.0,945.5618858976683,978.0,,,,,0.0,0.0,0.0,5.010224948875256,0.0,0.0,0.0,17.04,0.0,0.0,0.0,1265.0,0.0,0.0,0.0,4900.0,,,1984.0,,,,1985.0,,,,,,,,,,46.178199,46.1804266,46.17100000000001,46.172153,10.329158999999999,10.3298933,10.347999999999999,10.344367,[nan],['26WIMPI-S03EDLO9'],[nan],[nan],['CARMA11821'],['26WIMPI-S03EDLO9'],['GEO43971'],['H17']
168,Einaudi chiotas,Entracque chro,Entracque chiotas piastra,Entracque rovina etq rovina entracque chiotas piastra italy,Hydro,Hydro,Hydro,Hydro,,,Pumped Storage,Pumped Storage,PP,PP,Store,Store,Italy,Italy,Italy,Italy,870.1804736194573,1064.0,1246.2505656131268,134.0,,,,,0.0,0.0,0.0,14.925373134328359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.0,0.0,0.0,0.0,2000.0,,,1982.0,,,,1982.0,,,,,,,,,,44.241425,44.2439659,44.2256,44.22573,7.399331,7.396407300000001,7.382935,7.39012,[nan],['26WIMPI-S01ENTRP'],"[nan, nan]",[nan],['CARMA8420'],['26WIMPI-S01ENTRP'],"['GEO45432', 'GEO45433']",['H408']
169,Esteve,Saint esteve,Esteve janson,Saint esteve saint esteve saint esteve janson,Hydro,Hydro,Hydro,Hydro,,,Run-Of-River,Reservoir,PP,PP,PP,Store,France,France,France,France,122.78246482770541,141.0,105.72406860036659,141.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1963.0,,,,,,,,,,,,,,44.1833333,42.711815,43.692,43.690490000000004,6.1666667,2.8437039,5.385,5.38489,[nan],['17W100P100P0298V'],[nan],[nan],['CARMA38682'],['17W100P100P0298V'],['GEO39736'],['H351']
170,Etienne cantales,St etienne cantales,Etienne cantales,St etienne cantales st etienne cantales saint etienne cantales,Hydro,Hydro,Hydro,Hydro,,,Reservoir,Reservoir,PP,PP,PP,Store,France,France,France,France,92.6742204404722,103.3,103.6624203821656,103.3,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,,,1945.0,,,,,,,,,,,,,,44.946827,44.949020000000004,44.945,44.945159999999994,2.224177,2.225837,2.219,2.21906,[nan],['17W100P100P02950'],[nan],[nan],['CARMA38683'],['17W100P100P02950'],['GEO39739'],['H501']
171,Fessenheim,Fessenheim,Fessenheim,Fessenheim fessenheim fessenheim,Hydro,Hydro,Hydro,Hydro,,,Run-Of-River,Run-Of-River,PP,PP,PP,Store,France,France,France,France,149.67104146254664,175.0,112.50125248500548,175.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1956.0,,,,,,,,,,,,,,47.917441,47.91470899999999,47.915,47.91466,7.5369850000000005,7.537625999999999,7.571000000000001,7.57067,[nan],['17W100P100P0303R'],[nan],[nan],['CARMA13364'],['17W100P100P0303R'],['GEO39778'],['H283']
172,Erzhausen,Erzhausen,Erzhausen,Erzhausen erzhausen block erzhausen germany,Hydro,Hydro,Hydro,Hydro,,,Pumped Storage,Pumped Storage,PP,PP,Store,Store,Germany,Germany,Germany,Germany,214.0643965103865,220.0,208.02361489748702,220.0,,,,,0.0,0.0,0.0,4.681818181818182,0.0,0.0,0.0,1.6,0.0,0.0,0.0,287.0,0.0,0.0,0.0,1030.0,,,1964.0,,,,1998.0,,,,,,,,,,51.8666667,,51.898999999999994,51.89912,9.9666667,,9.9243,9.92452,[nan],['11WD2ERZH0002682'],[nan],[nan],['CARMA12680'],['11WD2ERZH0002682'],['GEO44352'],['H208']
173,Fionnay dixence,Grande dixence,Grande dixence scheme,Grande dixence cleuson dixence chandolin fionnay nendaz bieudron,Hydro,Hydro,Hydro,Hydro,,,Reservoir,Reservoir,PP,PP,PP,Store,Switzerland,Switzerland,Switzerland,Switzerland,279.32793203184576,1926.0,2042.6433121019109,2069.0,,,,,0.0,0.0,0.0,852.730787820203,0.0,0.0,0.0,400.0,0.0,0.0,0.0,1748.0,0.0,0.0,0.0,1764300.0,,,1934.0,,,,1993.0,,,,,,,,,,,46.0806364,46.0731,46.0731,,7.402860499999999,7.4034,7.4034,[nan],['12W-0000000902-P'],[nan],[nan],['CARMA13466'],['12W-0000000902-P'],['GEO45218'],['H1']
174,Freudenau,Freudenau,Freudenau,Wien freudenau freudenau freudenau,Hydro,Hydro,Hydro,Hydro,,,Run-Of-River,Run-Of-River,PP,PP,PP,Store,Austria,Austria,Austria,Austria,162.54971247211463,172.0,116.5675628157888,172.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1998.0,,,,1998.0,,,,,,,,,,48.2084877601653,48.186262400000004,48.1766,48.176871999999996,16.3720750808716,16.4415388,16.4814,16.481754000000002,[nan],['14W-BFR-KW-----A'],[nan],[nan],['CARMA14110'],['14W-BFR-KW-----A'],['GEO44777'],['H284']
175,Formin,He formin,Formin poqwer,Formin formin formin poqwer,Hydro,Hydro,Hydro,Hydro,,,Reservoir,Reservoir,PP,PP,PP,Store,Slovenia,Slovenia,Slovenia,Slovenia,110.51292014967107,116.0,114.52229299363057,116.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,,,1978.0,,,,1978.0,,,,,,,,,,46.420050005220006,46.4027575,46.4026,46.40251,15.870180130004899,16.0337059,16.0339,16.0337399999999,[nan],['28W-G-000000091H'],[nan],[nan],['CARMA13751'],['28W-G-000000091H'],['GEO44865'],['H442']
176,Forsmo,Forsmo,Forsmo,Forsmo forsmo forsmo,Hydro,Hydro,Hydro,Hydro,,,Run-Of-River,Reservoir,PP,PP,PP,Store,Sweden,Sweden,Sweden,Sweden,124.13994636655177,155.0,107.07950537729437,155.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,,,1948.0,,,,1958.0,,,,,,,,,,63.1666667,63.264515900000006,63.27135,63.266912,17.2666667,17.1823976,17.1987,17.204441,[nan],['46WPU0000000047J'],[nan],[nan],['CARMA13777'],['46WPU0000000047J'],['GEO46238'],['H326']
177,Foyers,Foye,Foyers scotland,Foyers falls foyers foye foyers scotland uk,Hydro,Hydro,Hydro,Hydro,,,Pumped Storage,Pumped Storage,PP,PP,Store,Store,United Kingdom,United Kingdom,United Kingdom,United Kingdom,265.40504445393447,320.0,283.66856576930047,305.0,,,,,0.0,0.0,0.0,20.65573770491803,0.0,0.0,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6300.0,,,1974.0,,,,1974.0,,,,,,,,,,57.253005622714504,50.334990000000005,57.2618,57.2553615,-4.49126243591309,-4.636525,-4.4835,-4.4931519999999905,"[nan, nan]",['48WSTN00000FOYEQ'],[nan],[nan],"['CARMA13925', 'CARMA13926']",['48WSTN00000FOYEQ'],['GEO3219'],['H144']
178,Genissiat seyssel,Genissiat,Genissiat,Genissiat genissiat genissiat,Hydro,Hydro,Hydro,Hydro,,,Reservoir,Reservoir,PP,PP,PP,Store,France,France,France,France,344.5914675533051,420.0,414.6496815286624,405.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,71.15,0.0,0.0,0.0,0.0,,,1948.0,,,,,,,,,,,,,,45.9,46.0544281,46.053000000000004,46.05271,6.116666700000001,5.7652303,5.813,5.81285,[nan],['17W100P100P0319C'],[nan],[nan],['CARMA14903'],['17W100P100P0319C'],['GEO39698'],['H83']
179,Gallejaur,Gallejaur,Gallejour seweden,Gallejaur gallejaur gallejour seweden,Hydro,Hydro,Hydro,Hydro,,,Reservoir,Reservoir,PP,PP,PP,Store,Sweden,Sweden,Sweden,Sweden,181.86771898646657,214.0,217.19745222929936,214.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,,,1964.0,,,,1988.0,,,,,,,,,,64.9120576707449,65.1552426,65.11407,65.127297,19.481527805328398,19.4384573,19.46442,19.467367000000003,[nan],['46WPU0000000039I'],[nan],[nan],['CARMA14493'],['46WPU0000000039I'],['GEO46248'],['H227']
180,Fratel,Fratel,Fratel,Fratel fratel fratel,Hydro,Hydro,Hydro,Hydro,,,Run-Of-River,Run-Of-River,PP,PP,PP,Store,Portugal,Portugal,Portugal,Portugal,114.86382251776836,132.0,89.45882727723327,132.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1973.0,,,,1973.0,,,,,,,,,,39.509603401315,39.6274453,39.5428,39.5428,-7.815313339233401,-7.746677799999999,-7.8029,-7.8029,[nan],['16W-FRATEL-----A'],[nan],[nan],['CARMA14010'],['16W-FRATEL-----A'],['GEO43572'],['H386']
181,Altbach,Altbach deizisau,Altbach,,Hard Coal,Hard Coal,Hard Coal,,,,Steam Turbine,,PP,PP,PP,,Germany,Germany,Germany,,1142.398400945726,769.0,1106.3899791209735,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,1985.0,,,,1997.0,,,,,,,,,,48.71908371,48.72227969999999,48.7175,,9.371351237,9.380059,9.375,,[nan],['11WD4AL1KU1-S--E'],[nan],,['CARMA1146'],['11WD4AL1KU1-S--E'],['GEO44303'],nan
182,Almaraz,Almaraz,Almaraz,,Nuclear,Nuclear,Nuclear,,,,,,PP,PP,PP,,Spain,Spain,Spain,,1863.8538263840717,2017.1,1987.4767842564845,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,1983.0,,,,1984.0,,,,,,,,,,39.8080555556,39.814327,39.80705,,-5.696944444400001,-5.675295699999999,-5.6986,,[nan],"['18WALZ1-12345-0E', '18WALZ2-12345-04']",[nan],,['CARMA1039'],"['18WALZ2-12345-04', '18WALZ1-12345-0E']",['GEO2069'],nan
183,Aliveri,Aliveri,Aliveri,,Oil,Natural Gas,Oil,,,,Steam Turbine,,PP,PP,PP,,Greece,Greece,Greece,,258.5885379374844,417.0,332.6758740642729,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,1953.0,,,,1969.0,,,,,,,,,,38.389915,38.409272200000004,38.3896,,24.05234,24.0400763,24.0524,,[nan],['29WAISALIVERI-53'],[nan],,['CARMA978'],['29WAISALIVERI-53'],['GEO42776'],nan
184,Alban,St alban,Alban,,Nuclear,Nuclear,Nuclear,,,,,,PP,PP,PP,,France,France,France,,2626.5123818738803,2670.0,2645.531298469636,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,1986.0,,,,1987.0,,,,,,,,,,45.4044444444,48.557171999999994,45.404338573895,,4.7544444444,-2.5329639999999998,4.7553603094723,,[nan],"['17W100P100P0227H', '17W100P100P0228F']",[nan],,['CARMA38657'],"['17W100P100P0228F', '17W100P100P0227H']",['GEO5216'],nan
185,Agios dimitrios,Dimitrios,Aghios dimitrios,,Hard Coal,Lignite,Lignite,,,,Steam Turbine,,PP,PP,PP,,Greece,Greece,Greece,,1400.3052330220153,1456.0,1460.0953348393173,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,1984.0,,,,1997.0,,,,,,,,,,40.392099,37.935693900000004,40.3933,,21.929410999999998,23.7294558,21.9249,,[nan],"['29WAISAGDIMI-IVW', '29WAISAGDIMI-IIL', '29WAISAGDIMIIIIJ', '29WAISAGDIMI-V-K', '29WAISAGDIMI-I-M']",[nan],,['CARMA398'],"['29WAISAGDIMI-IIL', '29WAISAGDIMIIIIJ', '29WAISAGDIMI-IVW', '29WAISAGDIMI-V-K', '29WAISAGDIMI-I-M']",['GEO42762'],nan
186,Adamow,Adamów,Adamow,,Hard Coal,Lignite,Lignite,,,,Steam Turbine,,PP,PP,CHP,,Poland,Poland,Poland,,529.5828174051114,600.0,549.2521635759186,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,1964.0,,,,1966.0,,,,,,,,,,52.012221999999994,51.7199751,52.012,,18.546111,22.2024812,18.546,,[nan],['19W000000000005K'],[nan],,['CARMA242'],['19W000000000005K'],['GEO40611'],nan
187,Aghada,Aghada prod,Aghada,,Natural Gas,Natural Gas,Natural Gas,,,,OCGT,,PP,PP,PP,,Ireland,Ireland,Ireland,,881.2458107016647,678.0,892.6700500688016,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,1980.0,,,,2008.0,,,,,,,,,,51.8351,51.836983000000004,51.834686224704,,-8.23287,-8.2089958,-8.2361923042297,,[nan],['47W000000000164J'],[nan],,['CARMA395'],['47W000000000164J'],['GEO43925'],nan
188,Abono,Aboño,Abono,,Hard Coal,Hard Coal,Hard Coal,,,,Steam Turbine,,PP,PP,PP,,Spain,Spain,Spain,,813.527471337152,877.5,849.7997031298344,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,1974.0,,,,2005.0,,,,,,,,,,43.558782,43.5647589,43.5528,,-5.722872,-5.718300600000001,-5.7231,,[nan],"['18WABO1-12345-0X', '18WABO2-12345-0N']",[nan],,['CARMA139'],"['18WABO1-12345-0X', '18WABO2-12345-0N']",['GEO43673'],nan
189,Acerra,Acerra,Acerra,,Oil,Other,Natural Gas,,,,,,PP,PP,PP,,Italy,Italy,Italy,,85.33421751936984,72.0,91.79643861475674,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,40.950713,40.9441091,40.9319,,14.376232,14.371438000000001,14.385,,[nan],['26WIMPI-S15ACRRR'],[nan],,['CARMA195'],['26WIMPI-S15ACRRR'],['GEO44102'],nan
190,Aceca,Aceca uf,Aceca fenosa,,Natural Gas,Natural Gas,Natural Gas,,,,CCGT,,PP,PP,PP,,Spain,Spain,Spain,,1310.1187719098082,372.6,728.2917199772484,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,2005.0,,,,2006.0,,,,,,,,,,39.95,39.95,39.94345,,-3.85,-3.85,-3.8552999999999997,,"[nan, nan]",['18WACE4-12345-0R'],"[nan, nan]",,"['CARMA188', 'CARMA189']",['18WACE4-12345-0R'],"['GEO43788', 'GEO43789']",nan
191,Zevio,Zevio,,Zevio,Hydro,Hydro,,Hydro,,,,Run-Of-River,PP,PP,,Store,Italy,Italy,,Italy,14.183941719997154,16.0,,16.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,45.372085999999996,45.37170159999999,,45.372085999999996,11.129292,11.1335491,,11.129292,[nan],['26WIMPI-S05ZVEI1'],,[nan],['CARMA50983'],['26WIMPI-S05ZVEI1'],nan,['H1510']
192,Amager,Amagervaerket,Amager,,Hard Coal,Hard Coal,Hard Coal,,,,Steam Turbine,,PP,PP,CHP,,Denmark,Denmark,Denmark,,436.90582435921687,330.0,403.8323423791553,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,1971.0,,,,2004.0,,,,,,,,,,55.68459188,55.68372240000001,55.68600000000001,,12.62610255,12.624494199999999,12.627,,[nan],['45V000000000012C'],[nan],,['CARMA1265'],['45V000000000012C'],['GEO44225'],nan
193,Zuin,Zuino,,Zuino,Hydro,Hydro,,Hydro,,,,Run-Of-River,PP,PP,,Store,Italy,Italy,,Italy,20.18818698797141,23.0,,23.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,45.712165,45.6790058,,45.712165,7.882814,10.6443152,,7.882814,[nan],['26WIMPI-S02ZNUI3'],,[nan],['CARMA51087'],['26WIMPI-S02ZNUI3'],nan,['H1318']
194,Altomonte,Altomonte,Edison altomonte,,Natural Gas,Natural Gas,Natural Gas,,,,CCGT,,PP,PP,PP,,Italy,Italy,Italy,,712.1567707732827,808.0,689.1460400284712,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,2006.0,,,,2006.0,,,,,,,,,,39.6989983001951,39.69848169999999,39.7118,,16.1299896240234,16.1289488,16.215,,[nan],['26WIMPI-S18EADS0'],[nan],,['CARMA1214'],['26WIMPI-S18EADS0'],['GEO43985'],nan
195,Asnaes,Asnaesvaerket,Asnaes,,Hard Coal,Hard Coal,Hard Coal,,,,Steam Turbine,,PP,PP,CHP,,Denmark,Denmark,Denmark,,729.9416499900452,787.0,728.3734029213075,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,1959.0,,,,1981.0,,,,,,,,,,55.65971851,55.6606658,55.6614,,11.07960063,11.0845619,11.0828,,[nan],['45V000000000011E'],[nan],,['CARMA2336'],['45V000000000011E'],['GEO44218'],nan
196,Amer,Amer,Amer,,Hard Coal,Hard Coal,Hard Coal,,,,Steam Turbine,,PP,PP,CHP,,Netherlands,Netherlands,Netherlands,,1151.8426278561171,631.0,1147.87960333801,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,1979.0,,,,1993.0,,,,,,,,,,51.70948,51.72405209999999,51.7081,,4.84284,4.758452399999999,4.8438,,[nan],['49W000000000070Z'],[nan],,['CARMA1339'],['49W000000000070Z'],['GEO44517'],nan
197,Amercoeur,Amercoeur tgv,Amercoeur,,Natural Gas,Natural Gas,Natural Gas,,,,CCGT,,PP,PP,PP,,Belgium,Belgium,Belgium,,508.3686770485228,451.0,382.3531529880554,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,2010.0,,,,2010.0,,,,,,,,,,50.44110793818379,50.63629470000001,50.4304,,4.39169883728027,5.5917374,4.3955,,[nan],['22WAMERCO000010Y'],[nan],,['CARMA1340'],['22WAMERCO000010Y'],['GEO41947'],nan
198,Anllares,Anllares,Anllares,,Hard Coal,Hard Coal,Hard Coal,,,,Steam Turbine,,PP,PP,PP,,Spain,Spain,Spain,,308.9233101529816,346.8,336.7113503124829,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,1982.0,,,,1982.0,,,,,,,,,,42.546638,42.8466592,42.8385,,-6.596187,-6.544314699999998,-6.5332,,[nan],['18WALL1-12345-0K'],[nan],,['CARMA1622'],['18WALL1-12345-0K'],['GEO43677'],nan
199,Aokh korneuburg,Kraftwerk korneuburg,Korneuburg,,Natural Gas,Natural Gas,Natural Gas,,,,"CCGT, Thermal",,PP,PP,PP,,Austria,Austria,Austria,,137.5275884038562,152.0,402.98636551878207,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,1959.0,,,,1974.0,,,,,,,,,,48.35,48.332029600000006,48.3317,,16.3333333,16.3395997,16.33925,,"[nan, nan]",['14W-KW-KO2-EVN-5'],[nan],,"['CARMA1775', 'CARMA22841']",['14W-KW-KO2-EVN-5'],['GEO45713'],nan
