CARMA,Name,Name,Name,Name,Fueltype,Fueltype,Fueltype,Fueltype,Technology,Technology,Technology,Technology,Set,Set,Set,Set,Country,Country,Country,Country,Capacity,Capacity,Capacity,Capacity,Efficiency,Efficiency,Efficiency,Efficiency,Duration,Duration,Duration,Duration,Volume_Mm3,Volume_Mm3,Volume_Mm3,Volume_Mm3,DamHeight_m,DamHeight_m,DamHeight_m,DamHeight_m,StorageCapacity_MWh,StorageCapacity_MWh,StorageCapacity_MWh,StorageCapacity_MWh,DateIn,DateIn,DateIn,DateIn,DateRetrofit,DateRetrofit,DateRetrofit,DateRetrofit,DateMothball,DateMothball,DateMothball,DateMothball,DateOut,DateOut,DateOut,DateOut,lat,lat,lat,lat,lon,lon,lon,lon,EIC,EIC,EIC,EIC,projectID,projectID,projectID,projectID
,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC
id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482,Bitburg stausee,,,Bitburg,Hydro,,,Hydro,,,,Run-Of-River,PP,,,Store,Germany,,,Germany,0.36547579892017207,,,0.42,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,49.966666700000005,,,50.010099,6.5333333,,,6.443189,[nan],,,[nan],['CARMA43110'],nan,nan,['H2678']
2483,Bitsch,,,Bitsch,Hydro,,,Hydro,,,,Reservoir,PP,,,Store,Switzerland,,,Switzerland,309.7842486085268,,,340.0,,,,,0.0,,,47.94117647058823,0.0,,,9.2,0.0,,,750.0,0.0,,,16300.0,,,,,,,,,,,,,,,,,46.35,,,46.333646172200005,7.9666667,,,8.0075990397,[nan],,,[nan],['CARMA4775'],nan,nan,['H121']
2484,Bittenbrunn,,,Bittenbrunn,Hydro,,,Hydro,,,,Run-Of-River,PP,,,Store,Germany,,,Germany,17.229573377665254,,,20.2,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,49.3763936435804,,,48.734459,11.805238723754899,,,11.14382,[nan],,,[nan],['CARMA4777'],nan,nan,['H1375']
2485,Bergsbotn,,,Bergsbotn,Hydro,,,Hydro,,,,Reservoir,PP,,,Store,Norway,,,Norway,6.961443788955658,,,7.9,,,,,0.0,,,2753.0886075949365,0.0,,,25.8,0.0,,,354.1,0.0,,,21749.4,,,,,,,,,,,,,,,,,69.4333333,,,69.433207,17.466666699999998,,,17.483038,[nan],,,[nan],['CARMA4138'],nan,nan,['N570']
2486,Bergheim,,,Bergheim,Hydro,,,Hydro,,,,Run-Of-River,PP,,,Store,Germany,,,Germany,17.229573377665254,,,23.7,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,50.9557234753678,,,48.750807,6.639862060546879,,,11.273237,[nan],,,[nan],['CARMA4129'],nan,nan,['H1304']
2487,Bjerka,,,Bjerka,Hydro,,,Hydro,,,,Reservoir,PP,,,Store,Norway,,,Norway,17.403609472389146,,,20.0,,,,,0.0,,,6441.3,0.0,,,153.0,0.0,,,357.0,0.0,,,128826.0,,,,,,,,,,,,,,,,,66.15,,,66.06270699999999,13.883333300000002,,,13.997822,[nan],,,[nan],['CARMA4799'],nan,nan,['N246']
2488,Bavona,,,Bavona,Hydro,,,Hydro,,,,Reservoir,PP,,,Store,Switzerland,,,Switzerland,121.82526630672402,,,164.0,,,,,0.0,,,0.0,0.0,,,159.0,0.0,,,877.0,0.0,,,0.0,,,,,,,,,,,,,,,,,46.411402,,,46.401001,8.617377000000001,,,8.551,[nan],,,[nan],['CARMA3617'],nan,nan,['H296']
2489,Barzia,,,Barzia hpp,Hydro,,,Hydro,,,,Reservoir,PP,,,Store,Bulgaria,,,Bulgaria,5.221082841716743,,,8.0,,,,,0.0,,,0.0,0.0,,,0.03,0.0,,,251.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,43.19,,,,23.166999999999998,[nan],,,[nan],['CARMA3455'],nan,nan,['H1858']
2490,Bascov,,,Bascov,Hydro,,,Hydro,,,,Reservoir,PP,,,Store,Romania,,,Romania,6.700389646869821,,,7.7,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,44.896359999999994,,,,24.847892,[nan],,,[nan],['CARMA3464'],nan,nan,['H3347']
2491,Bassalt,,,Bassalt,Hydro,,,Hydro,,,,Reservoir,PP,,,Store,Sweden,,,Sweden,6.961443788955658,,,8.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,56.75,,,56.75,13.2833333,,,13.2833333,[nan],,,[nan],['CARMA3494'],nan,nan,['H1862']
2492,Bassecourt,,,Bassecourt,Hydro,,,Hydro,,,,Run-Of-River,PP,,,Store,Switzerland,,,Switzerland,0.896285887828041,,,1.27,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,47.338293,,,47.3310159289999,7.244942999999999,,,7.231977248710001,[nan],,,[nan],['CARMA60866'],nan,nan,['H2263']
2493,Batfors,,,Batfors,Hydro,,,Hydro,,,,Reservoir,PP,,,Store,Sweden,,,Sweden,36.547579892017204,,,42.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,65.1166667,,,64.832573,21.1,,,20.223732000000002,[nan],,,[nan],['CARMA3548'],nan,nan,['H972']
2494,Batterkinden,,,Bätterkinden,Hydro,,,Hydro,,,,Run-Of-River,PP,,,Store,Switzerland,,,Switzerland,0.3306685799753938,,,0.4,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,47.133633,,,47.133003888299896,7.541035000000001,,,7.54407602098,[nan],,,[nan],['CARMA3575'],nan,nan,['H2435']
2495,Befring,,,Befring,Hydro,,,Hydro,,,,Reservoir,PP,,,Store,Norway,,,Norway,3.9332157407599464,,,4.5,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,281.0,0.0,,,0.0,,,,,,,,,,,,,,,,,61.6,,,61.609102,6.633333299999999,,,6.635325999999999,[nan],,,[nan],['CARMA57603'],nan,nan,['N537']
2496,Bergerfoss,,,Bergerfoss,Hydro,,,Hydro,,,,Reservoir,PP,,,Store,Norway,,,Norway,2.8715955629442087,,,6.6,,,,,0.0,,,1609.6363636363637,0.0,,,817.2,0.0,,,10.8,0.0,,,10623.6,,,,,,,,,,,,,,,,,60.24143,,,60.227756,10.38503,,,10.375688,[nan],,,"[nan, nan]",['CARMA4126'],nan,nan,"['N407', 'N899']"
2497,Begna,,,Begna,Hydro,,,Hydro,,,,Reservoir,PP,,,Store,Norway,,,Norway,4.8730106522689605,,,5.6,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,8.0,0.0,,,0.0,,,,,,,,,,,,,,,,,60.1166667,,,60.202558999999994,10.266666699999998,,,10.249582,[nan],,,[nan],['CARMA3820'],nan,nan,['N404']
2498,Belesar,,,Belesar,Hydro,,,Hydro,,,,Reservoir,PP,,,Store,Spain,,,Spain,195.7906065643779,,,246.0,,,,,0.0,,,0.0,0.0,,,655.0,0.0,,,207.3,0.0,,,0.0,,,,,,,,,,,,,,,,,42.6087586580323,,,42.628752000000006,-7.77115345001221,,,-7.7121,[nan],,,"[nan, nan]",['CARMA3892'],nan,nan,"['H201', 'H1361']"
2499,Belver,,,Belver,Hydro,,,Hydro,,,,Run-Of-River,PP,,,Store,Portugal,,,Portugal,67.35196865814599,,,80.7,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,39.484269,,,39.28,-8.02046,,,-7.59,[nan],,,[nan],['CARMA3998'],nan,nan,['H611']
2500,Belviso,,,Edison belviso,Hydro,,,Hydro,,,,Run-Of-River,PP,,,Store,Italy,,,Italy,60.04245267974255,,,62.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,46.160817,,,,10.086202,[nan],,,[nan],['CARMA4000'],nan,nan,['H3426']
2501,Bembezar,,,Bembezar,Hydro,,,Hydro,,,,Reservoir,PP,,,Store,Spain,,,Spain,13.157128761126193,,,15.0,,,,,0.0,,,3533.3333333333335,0.0,,,342.0,0.0,,,56.9,0.0,,,53000.0,,,,,,,,,,,,,,,,,37.8333333,,,37.903,-5.2333333,,,-5.207000000000001,[nan],,,[nan],['CARMA4001'],nan,nan,['H1532']
2502,Beresti,,,Beresti,Hydro,,,Hydro,,,,Reservoir,PP,,,Store,Romania,,,Romania,37.85285060244639,,,44.0,,,,,0.0,,,0.0,0.0,,,12.0,0.0,,,29.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,46.187083,,,,27.18375,[nan],,,[nan],['CARMA4098'],nan,nan,['H923']
2503,Bjelland,,,Bjelland,Hydro,,,Hydro,,,,Reservoir,PP,,,Store,Norway,,,Norway,46.119565101831235,,,55.0,,,,,0.0,,,7.760000000000002,0.0,,,2.2,0.0,,,84.3,0.0,,,426.80000000000007,,,,,,,,,,,,,,,,,58.3833333,,,58.405781999999995,7.5166667,,,7.523531,[nan],,,[nan],['CARMA4798'],nan,nan,['N6']
2504,Bjordalen,,,Bjordalen,Hydro,,,Hydro,,,,Reservoir,PP,,,Store,Norway,,,Norway,3.741776036563666,,,3.0,,,,,0.0,,,1398.3999999999999,0.0,,,45.6,0.0,,,56.5,0.0,,,4195.2,,,,,,,,,,,,,,,,,62.2029,,,59.674307999999996,6.1272199999999994,,,8.558894,[nan],,,[nan],['CARMA4805'],nan,nan,['N390']
2505,Brolla,,,Ponte brolla,Hydro,,,Hydro,,,,Run-Of-River,PP,,,Store,Switzerland,,,Switzerland,2.8715955629442087,,,3.1,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,46.187901000000004,,,46.18559009,8.749061,,,8.75120889324,[nan],,,[nan],['CARMA35223'],nan,nan,['H2104']
2506,Braunau simbach,,,Braunau simbach,Hydro,,,Hydro,,,,Run-Of-River,PP,,,Store,Germany,,,Germany,83.5373254674679,,,50.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,48.9166667,,,48.063827,13.266666699999998,,,10.1284429999999,[nan],,,[nan],['CARMA5647'],nan,nan,['H840']
2507,Bortveit,,,Børtveit,Hydro,,,Hydro,,,,Reservoir,PP,,,Store,Norway,,,Norway,1.8882916277542223,,,2.4,,,,,0.0,,,659.4583333333331,0.0,,,1.9,0.0,,,356.39,0.0,,,1582.6999999999996,,,,,,,,,,,,,,,,,59.8905556,,,59.890018000000005,5.508333299999999,,,5.517792,[nan],,,[nan],['CARMA5356'],nan,nan,['N379']
2508,Boylefoss,,,Bøylefoss,Hydro,,,Hydro,,,,Reservoir,PP,,,Store,Norway,,,Norway,37.41776036563666,,,65.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,62.0,0.0,,,0.0,,,,,,,,,,,,,,,,,58.6,,,58.596229,8.7166667,,,8.716275999999999,[nan],,,[nan],['CARMA5483'],nan,nan,['N24']
2509,Bozingen,,,Bözingen,Hydro,,,Hydro,,,,Run-Of-River,PP,,,Store,Switzerland,,,Switzerland,2.3929963024535077,,,3.26,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,46.892288,,,47.15450871310001,7.227702000000001,,,7.26655078924999,[nan],,,[nan],['CARMA5492'],nan,nan,['H2101']
2510,Braskereidfoss,,,Braskereidfoss,Hydro,,,Hydro,,,,Reservoir,PP,,,Store,Norway,,,Norway,19.14397041962806,,,71.9,,,,,0.0,,,0.30598052851182195,0.0,,,1.0,0.0,,,19.0,0.0,,,22.0,,,,,,,,,,,,,,,,,60.67845,,,60.706388000000004,11.83314,,,11.7919825,[nan],,,"[nan, nan]",['CARMA5621'],nan,nan,"['N329', 'N176']"
2511,Brattingfoss,,,Brattingfoss,Hydro,,,Hydro,,,,Pumped Storage,PP,,,Store,Norway,,,Norway,8.701804736194573,,,10.7,,,,,0.0,,,2480.0,0.0,,,107.0,0.0,,,118.3,0.0,,,26536.0,,,,,,,,,,,,,,,,,,,,64.046234,,,,11.082015,[nan],,,[nan],['CARMA5640'],nan,nan,['N350']
2512,Brattset,,,Brattset,Hydro,,,Hydro,,,,Reservoir,PP,,,Store,Norway,,,Norway,69.61443788955658,,,80.0,,,,,0.0,,,13.089999999999995,0.0,,,1.7,0.0,,,268.9,0.0,,,1047.1999999999996,,,,,,,,,,,,,,,,,62.8,,,62.802952000000005,9.983333300000002,,,10.017076,[nan],,,[nan],['CARMA5645'],nan,nan,['N214']
2513,Breitenthal,,,Breitenthal,Hydro,,,Hydro,,,,Run-Of-River,PP,,,Store,Germany,,,Germany,0.469897455754507,,,1.08,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,48.237822677897206,,,48.2345,10.2995109558105,,,10.300130000000001,[nan],,,"[nan, nan, nan, nan]",['CARMA5694'],nan,nan,"['H2781', 'H2782', 'H2779', 'H2780']"
2514,Borstendorf,,,Borstendorf envia therm,Hydro,,,Hydro,,,,Run-Of-River,PP,,,Store,Germany,,,Germany,0.5055748551729047,,,0.88,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,50.783333299999995,,,50.768601000000004,13.166666699999999,,,13.163541,[nan],,,[nan],['CARMA5348'],nan,nan,['H2566']
2515,Brekkefoss,,,Brekkefossen,Hydro,,,Hydro,,,,Reservoir,PP,,,Store,Norway,,,Norway,5.000057001417401,,,3.9,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,68.0,0.0,,,0.0,,,,,,,,,,,,,,,,,61.7333333,,,61.72511899999999,5.9166667,,,5.840273000000001,"[nan, nan]",,,[nan],"['CARMA5696', 'CARMA57604']",nan,nan,['N672']
2516,Bremgarten bruggmuhle,,,Bruggmühle,Hydro,,,Hydro,,,,Run-Of-River,PP,,,Store,Switzerland,,,Switzerland,0.469897455754507,,,0.54,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,47.3510939056861,,,47.3497309812,8.34214210510254,,,8.33924607379,[nan],,,[nan],['CARMA5715'],nan,nan,['H2405']
2517,Bremgarten zufikon,,,Bremgarten zufikon,Hydro,,,Hydro,,,,Run-Of-River,PP,,,Store,Switzerland,,,Switzerland,17.403609472389146,,,20.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,47.3510939056861,,,47.3436544275,8.34214210510254,,,8.34562802508,[nan],,,[nan],['CARMA5716'],nan,nan,['H1387']
2518,Brennerwerk,,,Brennerwerk,Hydro,,,Hydro,,,,Reservoir,PP,,,Store,Austria,,,Austria,5.151468403827187,,,6.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,47.126999,,,,11.453,[nan],,,[nan],['CARMA5719'],nan,nan,['H1934']
2519,Brigels tavanasa,,,Brigels tavanasa,Hydro,,,Hydro,,,,Run-Of-River,PP,,,Store,Switzerland,,,Switzerland,11.312346157052945,,,12.5,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,46.758062169700004,,,,9.07174622905,[nan],,,[nan],['CARMA5784'],nan,nan,['H1647']
2520,Broc,,,Broc,Hydro,,,Hydro,,,,Run-Of-River,PP,,,Store,Switzerland,,,Switzerland,15.31517633570245,,,25.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,46.6098576224,,,,7.10930675271999,[nan],,,[nan],['CARMA5849'],nan,nan,['H1253']
2521,Bortelalp,,,Bortel oberstufe,Hydro,,,Hydro,,,,Pumped Storage,PP,,,Store,Switzerland,,,Switzerland,1.9822711189051236,,,2.35,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,46.2934511663,,,,8.08815887117,[nan],,,[nan],['CARMA5353'],nan,nan,['H2168']
2522,Bondo,,,Bondo,Hydro,,,Hydro,,,,Run-Of-River,PP,,,Store,Switzerland,,,Switzerland,5.830209173250364,,,6.9,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,46.333996390900005,,,,9.55121328995,[nan],,,[nan],['CARMA5205'],nan,nan,['H1906']
2523,Bjorgum,,,Bjørgum,Hydro,,,Hydro,,,,Reservoir,PP,,,Store,Norway,,,Norway,4.948716353473854,,,5.5,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,295.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,59.100929,,,,7.538773,[nan],,,[nan],['CARMA4806'],nan,nan,['N612']
2524,Blyberg,,,Blybergs kraftverk,Hydro,,,Hydro,,,,Reservoir,PP,,,Store,Sweden,,,Sweden,13.139725151653805,,,15.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,61.15,,,61.146912,14.183333300000001,,,14.146147000000001,[nan],,,[nan],['CARMA4986'],nan,nan,['H1568']
2525,Bjorkasen,,,Bjørkåsen,Hydro,,,Hydro,,,,Reservoir,PP,,,Store,Norway,,,Norway,3.2283695571281865,,,3.68,,,,,0.0,,,2377.7173913043475,0.0,,,50.0,0.0,,,82.5,0.0,,,8750.0,,,,,,,,,,,,,,,,,68.3166667,,,68.327861,16.783333300000002,,,16.786002,[nan],,,[nan],['CARMA4807'],nan,nan,['N562']
2526,Bjorndalselva,,,Bjørndalselva,Hydro,,,Hydro,,,,Reservoir,PP,,,Store,Norway,,,Norway,4.6119565101831235,,,5.3,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,327.0,0.0,,,0.0,,,,,,,,,,,,,,,,,61.5166667,,,61.5096,6.25,,,6.287082,[nan],,,[nan],['CARMA58806'],nan,nan,['N658']
2527,Bjurfors nedre,,,Bjurfors nedre krv,Hydro,,,Hydro,,,,Reservoir,PP,,,Store,Sweden,,,Sweden,67.87407694231767,,,120.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,60.065049261530504,,,60.065049261530504,15.9236633777618,,,15.9236633777618,[nan],,,"[nan, nan]",['CARMA4815'],nan,nan,"['H629', 'H939']"
2528,Blasjon,,,Blasjön,Hydro,,,Hydro,,,,Run-Of-River,PP,,,Store,Sweden,,,Sweden,50.47046746992852,,,57.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,61.8666667,,,59.593787,14.066666699999999,,,14.354892000000001,[nan],,,[nan],['CARMA4894'],nan,nan,['H772']
2529,Blatten,,,Blatten sak,Hydro,,,Hydro,,,,Run-Of-River,PP,,,Store,Switzerland,,,Switzerland,0.39854265691771146,,,0.38,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,46.964763,,,47.30770042100001,8.473935,,,9.567283487180001,"[nan, nan]",,,[nan],"['CARMA4895', 'CARMA60952']",nan,nan,['H2440']
2530,Bleiloch,,,Bleiloch,Hydro,,,Hydro,,,,Pumped Storage,PP,,,Store,Germany,,,Germany,69.61443788955658,,,79.8,,,,,0.0,,,7.167919799498747,0.0,,,5.6,0.0,,,46.0,0.0,,,572.0,,,,,,,,,,,,,,,,,,,,50.52438482,,,,11.71438694,[nan],,,[nan],['CARMA4904'],nan,nan,['H622']
2531,Bobingen,,,Bobingen,Hydro,,,Hydro,,,,Run-Of-River,PP,,,Store,Germany,,,Germany,2.262469231410589,,,2.6,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,48.2666667,,,48.26,10.833333300000001,,,10.8,[nan],,,[nan],['CARMA5016'],nan,nan,['H2522']
2532,Bohnsdalen,,,Bøhnsdalen,Hydro,,,Hydro,,,,Reservoir,PP,,,Store,Norway,,,Norway,2.201556598257227,,,3.0,,,,,0.0,,,1500.9666666666665,0.0,,,121.7,0.0,,,18.2,0.0,,,4502.9,,,,,,,,,,,,,,,,,,,,60.286995,,,,11.194128,[nan],,,[nan],['CARMA5122'],nan,nan,['N472']
2533,Bocki,,,Bocki,Hydro,,,Hydro,,,,Run-Of-River,PP,,,Store,Switzerland,,,Switzerland,7.570570120489279,,,8.7,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,46.81885,,,46.8409637891,8.650516,,,8.63214556041,"[nan, nan]",,,[nan],"['CARMA61005', 'CARMA5059']",nan,nan,['H1821']
2534,Bockstein,,,Böckstein,Hydro,,,Hydro,,,,Reservoir,PP,,,Store,Austria,,,Austria,40.028301786495035,,,44.5,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,47.799405643506404,,,47.799405643506404,13.0439901351929,,,13.0439901351929,[nan],,,[nan],['CARMA5060'],nan,nan,['H912']
2535,Bodendorf murstufe,,,Bodendorf mur,Hydro,,,Hydro,,,,Run-Of-River,PP,,,Store,Austria,,,Austria,6.091263315336201,,,7.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,47.107688,,,,14.065071,[nan],,,[nan],['CARMA5073'],nan,nan,['H1888']
2536,Bodendorf paalbach,,,Bodendorf paal,Hydro,,,Hydro,,,,Reservoir,PP,,,Store,Austria,,,Austria,23.721119710866407,,,27.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,47.107717,,,,14.065156,[nan],,,[nan],['CARMA5074'],nan,nan,['H1197']
2537,Boge,,,Boge,Hydro,,,Hydro,,,,Reservoir,PP,,,Store,Norway,,,Norway,1.0877255920243216,,,2.6,,,,,0.0,,,160.33846153846153,0.0,,,0.72,0.0,,,470.66,0.0,,,416.88,,,,,,,,,,,,,,,,,60.4833333,,,60.463111,5.7333333,,,5.7455355,[nan],,,"[nan, nan]",['CARMA57635'],nan,nan,"['N687', 'N713']"
2538,Bogna,,,Bogna,Hydro,,,Hydro,,,,Reservoir,PP,,,Store,Norway,,,Norway,51.16661184882408,,,57.0,,,,,0.0,,,1750.0,0.0,,,150.0,0.0,,,290.0,0.0,,,99750.0,,,,,,,,,,,,,,,,,64.3833333,,,64.228736,11.4,,,12.025878,[nan],,,[nan],['CARMA5103'],nan,nan,['N198']
2539,Jurkvisle,,,Järkvissle,Hydro,,,Hydro,,,,Reservoir,PP,,,Store,Sweden,,,Sweden,87.71419174084129,,,96.5,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,62.80183,,,,16.637707000000002,[nan],,,[nan],['CARMA20656'],nan,nan,['H577']
2540,Juvfossen,,,Juvfossen,Hydro,,,Hydro,,,,Reservoir,PP,,,Store,Norway,,,Norway,6.091263315336201,,,7.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,172.0,0.0,,,0.0,,,,,,,,,,,,,,,,,62.0833333,,,62.24625699999999,6.9,,,6.890174000000001,[nan],,,[nan],['CARMA20675'],nan,nan,['N530']
2541,Jylhama,,,Jylhama,Hydro,,,Hydro,,,,Reservoir,PP,,,Store,Finland,,,Finland,40.46339202330476,,,55.0,,,,,0.0,,,0.0,0.0,,,2343.0,0.0,,,15.0,0.0,,,0.0,,,,,,,,,,,,,,,,,64.5666667,,,64.57875,26.8,,,26.76625,[nan],,,[nan],['CARMA20678'],nan,nan,['H795']
2542,Rondchatel,,,Rondchâtel,Hydro,,,Hydro,,,,Run-Of-River,PP,,,Store,Switzerland,,,Switzerland,1.1312346157052946,,,3.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,47.176775,,,47.1710326223,7.246515,,,7.249745763510001,[nan],,,[nan],['CARMA51949'],nan,nan,['H2122']
2543,Puente bibey,,,Puente bibey,Hydro,,,Hydro,,,,Pumped Storage,PP,,,Store,Spain,,,Spain,247.82739888682144,,,285.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,361.0,0.0,,,0.0,,,,,,,,,,,,,,,,,42.30962499595061,,,42.263793,-7.23209381103516,,,-7.387519,[nan],,,[nan],['CARMA35929'],nan,nan,['H141']
2544,Puerto pena,,,Puerto pena,Hydro,,,Hydro,,,,Reservoir,PP,,,Store,Spain,,,Spain,48.373332528505635,,,56.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,39.036974,,,39.144001,-5.234225,,,-5.185,[nan],,,[nan],['CARMA35973'],nan,nan,['H780']
2545,Puntarikoski,,,Puntarikoski,Hydro,,,Hydro,,,,Run-Of-River,PP,,,Store,Finland,,,Finland,5.221082841716743,,,7.0,,,,,0.0,,,0.0,0.0,,,2390.0,0.0,,,14.0,0.0,,,0.0,,,,,,,,,,,,,,,,,62.6666667,,,62.825417,29.6666667,,,29.475416999999997,[nan],,,[nan],['CARMA36076'],nan,nan,['H1905']
2546,Pyhakoski munos,,,Pyhäkoski,Hydro,,,Hydro,,,,Reservoir,PP,,,Store,Finland,,,Finland,109.03361334451799,,,129.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,64.5333333,,,64.85,28.3333333,,,26.1,"[nan, nan]",,,[nan],"['CARMA36146', 'CARMA36147']",nan,nan,['H400']
2547,Quereno,,,Quereno gr,Hydro,,,Hydro,,,,Reservoir,PP,,,Store,Spain,,,Spain,29.58613610306155,,,34.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,42.449602,,,42.417,-6.947578999999999,,,-6.832000000000001,[nan],,,[nan],['CARMA36282'],nan,nan,['H1081']
2548,Quoich,,,Quoich,Hydro,,,Hydro,,,,Run-Of-River,PP,,,Store,United Kingdom,,,United Kingdom,20.101168940609465,,,18.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,57.155998,,,,-4.936,[nan],,,[nan],['CARMA36334'],nan,nan,['H1456']
