id,Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,DateIn,DateRetrofit,DateMothball,DateOut,lat,lon,EIC,projectID
2413,Beresti,Hydro,Reservoir,Store,Romania,44.0,,0.0,12.0,29.0,0.0,,,,,46.187083,27.18375,[nan],"{'JRC': ['H923'], 'CARMA': ['CARMA4098']}"
2414,Bjelland,Hydro,Reservoir,Store,Norway,55.0,,7.760000000000002,2.2,84.3,426.80000000000007,,,,,58.405781999999995,7.523531,[nan],"{'JRC': ['N6'], 'CARMA': ['CARMA4798']}"
2415,Bjordalen,Hydro,Reservoir,Store,Norway,3.0,,1398.3999999999999,45.6,56.5,4195.2,,,,,59.674307999999996,8.558894,[nan],"{'JRC': ['N390'], 'CARMA': ['CARMA4805']}"
2416,Ponte brolla,Hydro,Run-Of-River,Store,Switzerland,3.1,,0.0,0.0,0.0,0.0,,,,,46.18559009,8.75120889324,[nan],"{'JRC': ['H2104'], 'CARMA': ['CARMA35223']}"
2417,Braunau simbach,Hydro,Run-Of-River,Store,Germany,50.0,,0.0,0.0,0.0,0.0,,,,,48.063827,10.1284429999999,[nan],"{'JRC': ['H840'], 'CARMA': ['CARMA5647']}"
2418,Børtveit,Hydro,Reservoir,Store,Norway,2.4,,659.4583333333331,1.9,356.39,1582.6999999999996,,,,,59.890018000000005,5.517792,[nan],"{'JRC': ['N379'], 'CARMA': ['CARMA5356']}"
2419,Bøylefoss,Hydro,Reservoir,Store,Norway,65.0,,0.0,0.0,62.0,0.0,,,,,58.596229,8.716275999999999,[nan],"{'JRC': ['N24'], 'CARMA': ['CARMA5483']}"
2420,Bözingen,Hydro,Run-Of-River,Store,Switzerland,3.26,,0.0,0.0,0.0,0.0,,,,,47.15450871310001,7.26655078924999,[nan],"{'JRC': ['H2101'], 'CARMA': ['CARMA5492']}"
2421,Braskereidfoss,Hydro,Reservoir,Store,Norway,71.9,,0.30598052851182195,1.0,19.0,22.0,,,,,60.706388000000004,11.7919825,"[nan, nan]","{'JRC': ['N329', 'N176'], 'CARMA': ['CARMA5621']}"
2422,Brattingfoss,Hydro,Pumped Storage,Store,Norway,10.7,,2480.0,107.0,118.3,26536.0,,,,,64.046234,11.082015,[nan],"{'JRC': ['N350'], 'CARMA': ['CARMA5640']}"
2423,Brattset,Hydro,Reservoir,Store,Norway,80.0,,13.089999999999995,1.7,268.9,1047.1999999999996,,,,,62.802952000000005,10.017076,[nan],"{'JRC': ['N214'], 'CARMA': ['CARMA5645']}"
