projectID,best_match,compound_code,formatted_address,global_code,KeywordName,lat,lon,place_name,num_results,partial_match,place_id,PlantName,place_ok,return_pos,search_api_calls,search_method,search_status,search_text,search_time,sim_score,types,gm_lat,gm_lon,gm_url
26WIMPI-S11CMNNL,True,,"63087 Comunanza, Province of Ascoli Piceno, Italy",,Comunanza,42.9546532,13.412038899999999,Comunanza,1,,ChIJn0XOjfwGLhMRLc0St8H7q48,Comunanza,True,1,2,places,OK,"Comunanza, Italy",2/2/2021 14:19,1.0,"['locality', 'political']",42.9546532,13.4120389,https://www.google.com/maps/place/?q=place_id:ChIJn0XOjfwGLhMRLc0St8H7q48
16WCRESTUM-----6,True,3GF7+48 Lever,"Barragem de Crestuma, Lever",8CHH3GF7+48,Crestuma,41.06354169999999,-8.500034199999998,Crestuma-Lever Dam,2,,ChIJtV75MYp9JA0RFvot7P47QXQ,Crestuma,True,1,1,places,OK,"Crestuma hydroelectric dam, Portugal",2/2/2021 14:19,0.6153846153846154,"['point_of_interest', 'establishment']",41.0728337,-8.4866271,https://www.google.com/maps/place/?q=place_id:ChIJtV75MYp9JA0RFvot7P47QXQ
50WP00000000118C,True,,6612 Grøa,,Driva,62.60567209999999,8.9223523,Driva kraftverk,3,,ChIJAQAAAAB9E0YRid4zX-EEvEE,Driva,True,2,1,places,OK,"Driva hydroelectric dam, Norway",2/2/2021 14:19,0.5,"['point_of_interest', 'establishment']",62.5988781,8.7742518,https://www.google.com/maps/place/?q=place_id:ChIJAQAAAAB9E0YRid4zX-EEvEE
14W-KW-DU2-EVN-K,True,8WG9+QW Zwentendorf,"Kraftwerkstraße 1, 3435 Zwentendorf an der Donau",8FWQ8WG9+QW,Dürnrohr,,,Kraftwerk Dürnrohr,1,,ChIJpzMaReR5bUcRs5kP9p2IGSk,Dürnrohr,True,1,1,places,OK,"Dürnrohr coal-fired power station, Austria",2/2/2021 14:19,0.6153846153846154,"['point_of_interest', 'establishment']",48.3269403,15.9198303,https://www.google.com/maps/place/?q=place_id:ChIJpzMaReR5bUcRs5kP9p2IGSk
18WEBRFEN-123-0T,False,"PW7X+24 West Palm Beach, Florida","301 Datura St, West Palm Beach, FL 33401, United States",76RXPW7X+24,Enh Fec,,,Palm Beach Transportation Planning Agency,1,,ChIJhbXi2Qwp2YgRqOSkiFZmYGY,Enh Fec,False,1,6,places,BUST,"Enh Fec, Spain",2/2/2021 14:19,0.2083333333333333,"['point_of_interest', 'establishment']",26.7125388,-80.0521389,https://www.google.com/maps/place/?q=place_id:ChIJhbXi2Qwp2YgRqOSkiFZmYGY
11WD7ENSD5SKW3-E,True,,"Ensdorf, Germany",,Ensdorf,49.3062355,6.7804113,Ensdorf,1,,ChIJXQJ5d7-olUcRwOqYx3oaHCI,Ensdorf,True,1,2,places,OK,"Ensdorf, Germany",2/2/2021 14:19,1.0,"['locality', 'political']",49.3062355,6.7804113,https://www.google.com/maps/place/?q=place_id:ChIJXQJ5d7-olUcRwOqYx3oaHCI
50WP00000000144B,True,M446+JV Evanger,5707 Evanger,9FG8M446+JV,Evanger,60.64719960000001,6.1121788,Evanger Hydroelectric Power Station,1,,ChIJGetbEYzHPUYRI59jgxjL-0U,Evanger,True,1,1,places,OK,"Evanger hydroelectric dam, Norway",2/2/2021 14:19,1.0,"['point_of_interest', 'establishment']",60.6565979,6.1121873,https://www.google.com/maps/place/?q=place_id:ChIJGetbEYzHPUYRI59jgxjL-0U
26WIMPI-0580565K,True,,"Ferrara, Province of Ferrara, Italy",,Ferrara Aranova,,,Ferrara,1,,ChIJ3REr3gtOfkcRLitxU655Ozw,Ferrara Aranova,True,1,4,find_place,OK,"Ferrara, Italy",2/2/2021 14:19,0.6363636363636364,"['locality', 'political']",44.8381237,11.619787,https://www.google.com/maps/place/?q=place_id:ChIJ3REr3gtOfkcRLitxU655Ozw
29WAISAGDIMI-IIL,True,CQ5P+F7 Dimitrios Ipsilantis,Dimitrios Ipsilantis 502 00,8GG3CQ5P+F7,Dimitrios,37.935693900000004,23.7294558,Kardia Power Plant,1,,ChIJgTYVkrXVWRMRr4fVZ0Ja6IA,Dimitrios,True,1,1,places,OK,"Dimitrios coal-fired power station, Greece",2/2/2021 14:38,0.5,"['point_of_interest', 'establishment']",40.4087051,21.78566,https://www.google.com/maps/place/?q=place_id:ChIJgTYVkrXVWRMRr4fVZ0Ja6IA
18WABO1-12345-0X,True,,"33492 Aboño, Asturias, Spain",,Aboño,43.5647589,-5.718300600000001,Aboño,1,,ChIJl2c73eR9Ng0RTtJmvApdVik,Aboño,True,1,2,places,OK,"Aboño, Spain",2/2/2021 14:38,1.0,"['locality', 'political']",43.5647589,-5.7183006,https://www.google.com/maps/place/?q=place_id:ChIJl2c73eR9Ng0RTtJmvApdVik
26WIMPI-S01ACCGE,True,,"12021 Acceglio, Province of Cuneo, Italy",,Acceglio,44.475015000000006,6.988892999999999,Acceglio,1,,ChIJLSsBiUPnzBIRZnGHEzYMQkI,Acceglio,True,1,2,places,OK,"Acceglio, Italy",2/2/2021 14:38,1.0,"['locality', 'political']",44.475015,6.988893,https://www.google.com/maps/place/?q=place_id:ChIJLSsBiUPnzBIRZnGHEzYMQkI
26WIMPI-S20EONCO,True,"62MR+GR Ottana, Province of Nuoro","Strada Provinciale 17 Km. 18, Ottana, NU 08020",8FGF62MR+GR,Aes Ottana R L,,,Aes Ottana Energia Srl,1,,ChIJyys3jlvS3RIRMD-pjP2ZDCc,Aes Ottana S R L,True,1,1,places,OK,"Aes Ottana  S R L power station, Italy",2/2/2021 14:38,0.7777777777777778,"['point_of_interest', 'establishment']",40.2338,9.0421,https://www.google.com/maps/place/?q=place_id:ChIJyys3jlvS3RIRMD-pjP2ZDCc
12W-0000000064-3,True,"9W7H+XH Personico, Switzerland","6744 Personico, Switzerland",8FRC9W7H+XH,Aet Leventina,,,AET Azienda Elettrica Ticinese,6,,ChIJg-ayWCWshUcReZjZsFkBBiw,Aet Leventina,True,1,2,places,OK,"Aet Leventina, Switzerland",2/2/2021 14:38,0.4186046511627907,"['point_of_interest', 'establishment']",46.3649908,8.928946,https://www.google.com/maps/place/?q=place_id:ChIJg-ayWCWshUcReZjZsFkBBiw
15WCSEPEL----PPI,True,"F3Q6+XV Budapest, Hungary","Budapest, Kálvin tér 12, 1085 Hungary",8FVXF3Q6+XV,Alpiq Csepel,,,Alpiq Csepel Kft.,3,,ChIJmTn73VrcQUcRRyjZpTaVO40,Alpiq Csepel,True,2,2,places,OK,"Alpiq Csepel, Hungary",2/2/2021 14:38,0.8571428571428571,"['point_of_interest', 'establishment']",47.489941,19.0622489,https://www.google.com/maps/place/?q=place_id:ChIJmTn73VrcQUcRRyjZpTaVO40
18WARCOS2-123-06,True,,"11630 Arcos de la Frontera, Cádiz, Spain",,Arcos,36.7560042,-5.8116522,Arcos de la Frontera,1,,ChIJgSwaqWehDQ0RHIzczYu8Ua0,Arcos,True,1,2,places,OK,"Arcos, Spain",2/2/2021 14:38,0.4,"['locality', 'political']",36.7560042,-5.8116522,https://www.google.com/maps/place/?q=place_id:ChIJgSwaqWehDQ0RHIzczYu8Ua0
46WPU0000000064J,True,2MCP+HG Vargfors,Skellefte River,9FQX2MCP+HG,Aros G,,,Vargfors Hydroelectric Power Station,16,,ChIJDZQYfLE-eUYRlkb5zU-xU0M,Aros G,True,9,1,places,OK,"Aros G power station, Sweden",2/2/2021 14:38,0.5714285714285714,"['point_of_interest', 'establishment']",65.0214832,19.6862709,https://www.google.com/maps/place/?q=place_id:ChIJDZQYfLE-eUYRlkb5zU-xU0M
26WIMPI-S01BRDTV,True,,"10080 Bardonetto, Metropolitan City of Turin, Italy",,Bardonetto,45.407869500000004,7.4896508,Bardonetto,1,,ChIJYfKipef2iEcR0ReEV37mBSY,Bardonetto,True,1,2,places,OK,"Bardonetto, Italy",2/2/2021 14:38,1.0,"['locality', 'political']",45.4078695,7.4896508,https://www.google.com/maps/place/?q=place_id:ChIJYfKipef2iEcR0ReEV37mBSY
18WBES4-12345-0L,True,C69G+MP Barcelona,"Av. d'Eduard Maristany, 46, 08930 Barcelona",8FH4C69G+MP,Besos,41.486295500000004,2.1925285,Besós power station,1,,ChIJHTPRdKqkpBIRstCbvi0nXkA,Besos,True,1,1,places,OK,"Besos gas-fired power station, Spain",2/2/2021 14:38,0.8,"['point_of_interest', 'establishment']",41.419238,2.2268169,https://www.google.com/maps/place/?q=place_id:ChIJHTPRdKqkpBIRstCbvi0nXkA
50WP00000000052G,False,"CCM9+2X Ålvik, Norway","5614 Ålvik, Norway",9FG8CCM9+2X,Bjolvo,60.424532299999996,6.3598466999999985,Bjølvo kraftverk,1,,ChIJlxRmzi3TPUYRvBpjD2lCa58,Bjolvo,False,1,4,places,BUST,"Bjolvo, Norway",2/2/2021 14:38,0.4545454545454545,"['point_of_interest', 'establishment']",60.4325604,6.4199942,https://www.google.com/maps/place/?q=place_id:ChIJlxRmzi3TPUYRvBpjD2lCa58
19W000000000034D,True,,"Blachownia, Poland",,Blachownia,50.78505,18.962239999999998,Blachownia,1,,ChIJURD8zPrHEEcReKhM6Jo_sX8,Blachownia,True,1,2,places,OK,"Blachownia, Poland",2/2/2021 14:38,1.0,"['locality', 'political']",50.78505,18.96224,https://www.google.com/maps/place/?q=place_id:ChIJURD8zPrHEEcReKhM6Jo_sX8
17W100P100P0180H,True,7845+XP Braud-et-Saint-Louis,33820 Braud-et-Saint-Louis,8CQX7845+XP,Blayais,45.126841,-0.662941,Blayais Nuclear Power Plant,1,,ChIJle19JnnJAUgRVudeUhBzu78,Blayais,True,1,1,places,OK,"Blayais nuclear plant, France",2/2/2021 14:38,0.7,"['point_of_interest', 'establishment']",45.257431,-0.690649,https://www.google.com/maps/place/?q=place_id:ChIJle19JnnJAUgRVudeUhBzu78
50WP00000000071C,True,7X85+VH Rødberg,3630 Rødberg,9FGC7X85+VH,Borregaard Inst,,,Nore In power station,19,,ChIJozitcm2AQEYR5icgtz4QtMU,Borregaard Inst,True,4,1,places,OK,"Borregaard Inst hydroelectric dam, Norway",2/2/2021 14:38,0.5454545454545454,"['point_of_interest', 'establishment']",60.2671558,8.9589195,https://www.google.com/maps/place/?q=place_id:ChIJozitcm2AQEYR5icgtz4QtMU
26WIMPI-S03ABMRS,False,"F98G+RH Bormio, Province of Sondrio, Italy","Via Roma, 21, 23032 Bormio SO, Italy",8FRGF98G+RH,Braulio,46.467077,10.3764366,The Steak House Braulio,1,,ChIJja0CDncPg0cRajyC0btJHSY,Braulio,False,1,4,places,BUST,"Braulio, Italy",2/2/2021 14:38,0.4666666666666667,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",46.4670689,10.3764555,https://www.google.com/maps/place/?q=place_id:ChIJja0CDncPg0cRajyC0btJHSY
50WP000000000827,True,"3CVX+PJ Rysstad, Norway","Fv337, 4748 Rysstad, Norway",9FF93CVX+PJ,Brokke,59.0943086,7.449084599999999,Brokke Alpinsenter,1,,ChIJtZJLet_iOEYRNJS5pAFUpAc,Brokke,True,1,2,places,OK,"Brokke, Norway",2/2/2021 14:38,0.5,"['tourist_attraction', 'point_of_interest', 'establishment']",59.0943086,7.4490846,https://www.google.com/maps/place/?q=place_id:ChIJtZJLet_iOEYRNJS5pAFUpAc
26WIMPI-S03P1CFA,True,,"Caffaro, Italy",,Caffaro,45.8185917,10.495065400000001,Caffaro,1,,ChIJo7vjHFovgkcR1tfPQ7HfXzs,Caffaro,True,1,2,places,OK,"Caffaro, Italy",2/2/2021 14:38,1.0,"['natural_feature', 'establishment']",45.8185917,10.4950654,https://www.google.com/maps/place/?q=place_id:ChIJo7vjHFovgkcR1tfPQ7HfXzs
26WIMPI-S01CMPLQ,True,,"Bacino di Campliccioli, 28841 Antrona Schieranco, Province of Verbano-Cusio-Ossola, Italy",,Campliccioli,46.0455049,8.074577399999999,Bacino di Campliccioli,1,,ChIJkfIcISRXj0cRhXt-XFD_s7M,Campliccioli,True,1,2,places,OK,"Campliccioli, Italy",2/2/2021 14:38,0.7058823529411765,"['natural_feature', 'establishment']",46.0455049,8.0745774,https://www.google.com/maps/place/?q=place_id:ChIJkfIcISRXj0cRhXt-XFD_s7M
26WIMPI-S04CRZNS,True,,"38050 Carzano, Trentino, Italy",,Carzano,46.072924900000004,11.492189100000001,Carzano,1,,ChIJ-wKARr6ReEcR8GSG9curd10,Carzano,True,1,2,places,OK,"Carzano, Italy",2/2/2021 14:38,1.0,"['administrative_area_level_3', 'political']",46.0729249,11.4921891,https://www.google.com/maps/place/?q=place_id:ChIJ-wKARr6ReEcR8GSG9curd10
26WIMPI-S03ACMNW,True,,"87011 Cassano all'Ionio, Province of Cosenza, Italy",,Cassano,39.784712,16.321016500000002,Cassano all'Ionio,1,,ChIJqXPF6RZoPxMRaWyztAEooxY,Cassano,True,1,2,places,OK,"Cassano, Italy",2/2/2021 14:38,0.5833333333333334,"['locality', 'political']",39.784712,16.3210165,https://www.google.com/maps/place/?q=place_id:ChIJqXPF6RZoPxMRaWyztAEooxY
17W100P100P0218I,True,247Q+3P Gravelines,"Route des Enrochements, 59820 Gravelines",9F34247Q+3P,Gravelines,50.98707,2.125537,Gravelines Nuclear Power Station,1,,ChIJURAEG2tn3EcRCFqsX31ejXs,Gravelines,True,1,1,places,OK,"Gravelines nuclear plant, France",2/2/2021 14:47,1.0,"['point_of_interest', 'establishment']",51.0126707,2.1392659,https://www.google.com/maps/place/?q=place_id:ChIJURAEG2tn3EcRCFqsX31ejXs
17W100P100P0215O,True,247Q+3P Gravelines,"Route des Enrochements, 59820 Gravelines",9F34247Q+3P,Gravelines,50.98707,2.125537,Gravelines Nuclear Power Station,1,,ChIJURAEG2tn3EcRCFqsX31ejXs,Gravelines,True,1,1,places,OK,"Gravelines nuclear plant, France",2/2/2021 14:47,1.0,"['point_of_interest', 'establishment']",51.0126707,2.1392659,https://www.google.com/maps/place/?q=place_id:ChIJURAEG2tn3EcRCFqsX31ejXs
17W100P100P0213S,True,247Q+3P Gravelines,"Route des Enrochements, 59820 Gravelines",9F34247Q+3P,Gravelines,50.98707,2.125537,Gravelines Nuclear Power Station,1,,ChIJURAEG2tn3EcRCFqsX31ejXs,Gravelines,True,1,1,places,OK,"Gravelines nuclear plant, France",2/2/2021 14:47,1.0,"['point_of_interest', 'establishment']",51.0126707,2.1392659,https://www.google.com/maps/place/?q=place_id:ChIJURAEG2tn3EcRCFqsX31ejXs
17W100P100P0214Q,True,247Q+3P Gravelines,"Route des Enrochements, 59820 Gravelines",9F34247Q+3P,Gravelines,50.98707,2.125537,Gravelines Nuclear Power Station,1,,ChIJURAEG2tn3EcRCFqsX31ejXs,Gravelines,True,1,1,places,OK,"Gravelines nuclear plant, France",2/2/2021 14:47,1.0,"['point_of_interest', 'establishment']",51.0126707,2.1392659,https://www.google.com/maps/place/?q=place_id:ChIJURAEG2tn3EcRCFqsX31ejXs
49W000000000080W,False,CPJ8+7X Borssele,"Zeedijk 32, 4454 PM Borssele",9F35CPJ8+7X,Eem,,,Borssele Nuclear Power Station,1,,ChIJoZfaSBSFxEcRXhtHn0R6MUU,Eem,False,1,1,places,BUST,"Eem gas-fired power station, Netherlands",2/2/2021 14:47,0.3636363636363637,"['point_of_interest', 'establishment']",51.4307144,3.7174252,https://www.google.com/maps/place/?q=place_id:ChIJoZfaSBSFxEcRXhtHn0R6MUU
17W100P100P0217K,True,247Q+3P Gravelines,"Route des Enrochements, 59820 Gravelines",9F34247Q+3P,Gravelines,50.98707,2.125537,Gravelines Nuclear Power Station,1,,ChIJURAEG2tn3EcRCFqsX31ejXs,Gravelines,True,1,1,places,OK,"Gravelines nuclear plant, France",2/2/2021 14:47,1.0,"['point_of_interest', 'establishment']",51.0126707,2.1392659,https://www.google.com/maps/place/?q=place_id:ChIJURAEG2tn3EcRCFqsX31ejXs
33W--TEC-TE-TO-B,False,,,,,,,,0,,,To,False,0,1,places,ZERO,"To gas-fired power station, Macedonia, Republic of",2/2/2021 14:48,1.0,[],,,
26WIMPI-S07CNSR2,True,,Italy,,,,,Italy,7,,ChIJA9KNRIL-1BIRb15jJFz1LOI,Centrale Di,True,6,1,places,OK,"Centrale Di gas-fired power station, Italy",2/2/2021 14:48,1.0,"['country', 'political']",41.87194,12.56738,https://www.google.com/maps/place/?q=place_id:ChIJA9KNRIL-1BIRb15jJFz1LOI
29WAISAGDIMI-I-M,True,CQ5P+F7 Dimitrios Ipsilantis,Dimitrios Ipsilantis 502 00,8GG3CQ5P+F7,Dimitrios,37.935693900000004,23.7294558,Kardia Power Plant,1,,ChIJgTYVkrXVWRMRr4fVZ0Ja6IA,Dimitrios,True,1,1,places,OK,"Dimitrios coal-fired power station, Greece",2/2/2021 14:48,0.5,"['point_of_interest', 'establishment']",40.4087051,21.78566,https://www.google.com/maps/place/?q=place_id:ChIJgTYVkrXVWRMRr4fVZ0Ja6IA
49W000000000086K,False,CPJ8+7X Borssele,"Zeedijk 32, 4454 PM Borssele",9F35CPJ8+7X,Eem,,,Borssele Nuclear Power Station,1,,ChIJoZfaSBSFxEcRXhtHn0R6MUU,Eem,False,1,1,places,BUST,"Eem gas-fired power station, Netherlands",2/2/2021 14:48,0.3636363636363637,"['point_of_interest', 'establishment']",51.4307144,3.7174252,https://www.google.com/maps/place/?q=place_id:ChIJoZfaSBSFxEcRXhtHn0R6MUU
29WAISAGDIMI-IVW,True,CQ5P+F7 Dimitrios Ipsilantis,Dimitrios Ipsilantis 502 00,8GG3CQ5P+F7,Dimitrios,37.935693900000004,23.7294558,Kardia Power Plant,1,,ChIJgTYVkrXVWRMRr4fVZ0Ja6IA,Dimitrios,True,1,1,places,OK,"Dimitrios coal-fired power station, Greece",2/2/2021 14:48,0.5,"['point_of_interest', 'establishment']",40.4087051,21.78566,https://www.google.com/maps/place/?q=place_id:ChIJgTYVkrXVWRMRr4fVZ0Ja6IA
49W000000000084O,False,CPJ8+7X Borssele,"Zeedijk 32, 4454 PM Borssele",9F35CPJ8+7X,Eem,,,Borssele Nuclear Power Station,1,,ChIJoZfaSBSFxEcRXhtHn0R6MUU,Eem,False,1,1,places,BUST,"Eem gas-fired power station, Netherlands",2/2/2021 14:48,0.3636363636363637,"['point_of_interest', 'establishment']",51.4307144,3.7174252,https://www.google.com/maps/place/?q=place_id:ChIJoZfaSBSFxEcRXhtHn0R6MUU
49W000000000082S,False,CPJ8+7X Borssele,"Zeedijk 32, 4454 PM Borssele",9F35CPJ8+7X,Eem,,,Borssele Nuclear Power Station,1,,ChIJoZfaSBSFxEcRXhtHn0R6MUU,Eem,False,1,1,places,BUST,"Eem gas-fired power station, Netherlands",2/2/2021 14:48,0.3636363636363637,"['point_of_interest', 'establishment']",51.4307144,3.7174252,https://www.google.com/maps/place/?q=place_id:ChIJoZfaSBSFxEcRXhtHn0R6MUU
26WIMPI-S03IMSLC,False,"3WV3+GQ Monticelli d'Ongina, Province of Piacenza",Fiume Po,8FQF3WV3+GQ,,45.895437799999996,8.5268401,Enel Green Power - Centrale Idroelettrica Isola Serafini,19,,ChIJ6WgoeFb7gEcRG2OqhjWfFDM,Isola,False,1,1,places,BUST,"Isola hydroelectric dam, Italy",2/2/2021 14:48,0.0,"['point_of_interest', 'establishment']",45.0937805,9.9043807,https://www.google.com/maps/place/?q=place_id:ChIJ6WgoeFb7gEcRG2OqhjWfFDM
29WAISAGDIMIIIIJ,True,CQ5P+F7 Dimitrios Ipsilantis,Dimitrios Ipsilantis 502 00,8GG3CQ5P+F7,Dimitrios,37.935693900000004,23.7294558,Kardia Power Plant,1,,ChIJgTYVkrXVWRMRr4fVZ0Ja6IA,Dimitrios,True,1,1,places,OK,"Dimitrios coal-fired power station, Greece",2/2/2021 14:48,0.5,"['point_of_interest', 'establishment']",40.4087051,21.78566,https://www.google.com/maps/place/?q=place_id:ChIJgTYVkrXVWRMRr4fVZ0Ja6IA
49W000000000088G,False,CPJ8+7X Borssele,"Zeedijk 32, 4454 PM Borssele",9F35CPJ8+7X,Eem,,,Borssele Nuclear Power Station,1,,ChIJoZfaSBSFxEcRXhtHn0R6MUU,Eem,False,1,1,places,BUST,"Eem gas-fired power station, Netherlands",2/2/2021 14:48,0.3636363636363637,"['point_of_interest', 'establishment']",51.4307144,3.7174252,https://www.google.com/maps/place/?q=place_id:ChIJoZfaSBSFxEcRXhtHn0R6MUU
26WIMYI-S01PANTB,False,"5229+63 Susa, Metropolitan City of Turin","Valle di Susa, Valle di Susa, Susa TO",8FQ95229+63,Pont,45.594928,7.798356999999998,Centrale idroelettrica di Pont Ventoux-Susa,15,,ChIJma_sg7u0iUcRadpKShm-lcQ,Pont,False,1,1,places,BUST,"Pont hydroelectric dam, Italy",2/2/2021 14:48,0.1702127659574468,"['point_of_interest', 'establishment']",45.1505914,7.0176263,https://www.google.com/maps/place/?q=place_id:ChIJma_sg7u0iUcRadpKShm-lcQ
29WAISAGDIMI-V-K,True,CQ5P+F7 Dimitrios Ipsilantis,Dimitrios Ipsilantis 502 00,8GG3CQ5P+F7,Dimitrios,37.935693900000004,23.7294558,Kardia Power Plant,1,,ChIJgTYVkrXVWRMRr4fVZ0Ja6IA,Dimitrios,True,1,1,places,OK,"Dimitrios coal-fired power station, Greece",2/2/2021 14:48,0.5,"['point_of_interest', 'establishment']",40.4087051,21.78566,https://www.google.com/maps/place/?q=place_id:ChIJgTYVkrXVWRMRr4fVZ0Ja6IA
26WIMPI-S16EBNPL,False,"JXP4+C6 Brindisi, Province of Brindisi","Via Angelo Titi, 20, 72100 Brindisi BR",8FGVJXP4+C6,Brindisi,,,Avio Aero,8,,ChIJRSvZnCd6RhMRR_BuynKGP2s,Brindisi,False,1,1,places,BUST,"Brindisi electric power plant, Italy",2/2/2021 14:48,0.3636363636363637,"['point_of_interest', 'establishment']",40.6360733,17.9555031,https://www.google.com/maps/place/?q=place_id:ChIJRSvZnCd6RhMRR_BuynKGP2s
26WIMPI-S16BNRNH,True,"JWMQ+PP Brindisi, Province of Brindisi","Corso Umberto I, 72100 Brindisi BR",8FGVJWMQ+PP,Brindisi,,,Brindisi Train Station,10,,ChIJKf72mjF6RhMRCgWE1USXFj8,Brindisi Nord,True,1,1,places,OK,"Brindisi Nord power station, Italy",2/2/2021 14:48,0.7272727272727273,"['transit_station', 'bus_station', 'train_station', 'point_of_interest', 'establishment']",40.6342798,17.9392808,https://www.google.com/maps/place/?q=place_id:ChIJKf72mjF6RhMRCgWE1USXFj8
11WD2NO2K000308Z,False,,,,,,,,0,,,Nord,False,0,1,places,ZERO,"Nord coal-fired power station, Germany",2/2/2021 14:48,1.0,[],,,
26WIMPI-S01VALLS,FALSE,"X86X+99 Villa Santa Maria, Province of Chieti","Unnamed Rd,, 66047 Villa Santa Maria CH",8FHPX86X+99,,40.6442298,14.6111347,Enel Green Power - Centrale Villa Santa Maria,18,,ChIJYWcZjcz0MBMRGUPOXkQld-I,Villa,False,1,1,places,BUST,"Villa hydroelectric dam, Italy",2/2/2021 14:48,0.0,"['point_of_interest', 'establishment']",41.9609642,14.348381,https://www.google.com/maps/place/?q=place_id:ChIJYWcZjcz0MBMRGUPOXkQld-I
26WIMPI-S02PNSME,False,"5229+63 Susa, Metropolitan City of Turin","Valle di Susa, Valle di Susa, Susa TO",8FQ95229+63,Pont Martin,,,Centrale idroelettrica di Pont Ventoux-Susa,17,,ChIJma_sg7u0iUcRadpKShm-lcQ,Pont St Martin,False,1,1,places,BUST,"Pont St hydroelectric dam, Italy",2/2/2021 14:48,0.25925925925925924,"['point_of_interest', 'establishment']",45.1505914,7.0176263,https://www.google.com/maps/place/?q=place_id:ChIJma_sg7u0iUcRadpKShm-lcQ
11WD2FFW-000203E,False,,,,,51.165690999999995,10.451526,,0,,,West,False,0,1,places,ZERO,"West gas-fired power station, Germany",2/2/2021 14:48,1.0,[],,,
26WIMPI-S08TEMP6,False,"57MG+9J Trino, Province of Vercelli","Strada Provinciale 31bis del Monferrato, 13039 Trino VC",8FQC57MG+9J,,,,Enrico Fermi Nuclear Power Plant,20,,ChIJ_yXL6dO3h0cRAGP2zJMSNyM,T,False,1,1,places,BUST,"T power station, Italy",2/2/2021 14:48,0.0,"['point_of_interest', 'establishment']",45.1834431,8.2766123,https://www.google.com/maps/place/?q=place_id:ChIJ_yXL6dO3h0cRAGP2zJMSNyM
11WD2WBWK000317H,False,,,,,51.165690999999995,10.451526,,0,,,West,False,0,1,places,ZERO,"West coal-fired power station, Germany",2/2/2021 14:48,1.0,[],,,
26WIMPI-S18S1TRV,FALSE,,,,1S,,,,0,,,Satriano 1S,False,0,4,places,BUST,"1S, Italy",2/2/2021 14:48,0.0,[],,,
18WABO2-12345-0N,True,,"33492 Aboño, Asturias, Spain",,Aboño,43.5647589,-5.718300600000001,Aboño,1,,ChIJl2c73eR9Ng0RTtJmvApdVik,Aboño,True,1,2,places,OK,"Aboño, Spain",2/2/2021 14:48,1.0,"['locality', 'political']",43.5647589,-5.7183006,https://www.google.com/maps/place/?q=place_id:ChIJl2c73eR9Ng0RTtJmvApdVik
48WSTN0000ABTHBN,True,9HPV+RC Barry,"The Leys, Aberthaw, Barry CF62 4ZW",9C3R9HPV+RC,Abthb,51.3810641,-2.3590167,Aberthaw Power Station,7,,ChIJdQJVvQwMbkgRrdsqFdTzUSA,Abthb,True,1,1,places,OK,"Abthb coal-fired power station, United Kingdom",2/2/2021 14:48,0.6153846153846154,"['point_of_interest', 'establishment']",51.3871229,-3.4064101,https://www.google.com/maps/place/?q=place_id:ChIJdQJVvQwMbkgRrdsqFdTzUSA
48WSTN000ABTHGTK,True,9HPV+RC Barry,"The Leys, Aberthaw, Barry CF62 4ZW",9C3R9HPV+RC,Abthgt,55.9024,-3.643118,Aberthaw Power Station,20,,ChIJdQJVvQwMbkgRrdsqFdTzUSA,Abthgt,True,10,1,places,OK,"Abthgt power station, United Kingdom",2/2/2021 14:48,0.5714285714285714,"['point_of_interest', 'establishment']",51.3871229,-3.4064101,https://www.google.com/maps/place/?q=place_id:ChIJdQJVvQwMbkgRrdsqFdTzUSA
18WACE3-12345-00,True,,"Aceca, 45292 Villaseca de la Sagra, Toledo, Spain",,Aceca Ib,,,Aceca,1,,ChIJ5xbEM7f9QQ0Rh9l9eZ5lq2Y,Aceca Ib,True,1,5,find_place,OK,"Aceca, Spain",2/2/2021 14:48,0.7692307692307693,"['neighborhood', 'political']",39.95,-3.85,https://www.google.com/maps/place/?q=place_id:ChIJ5xbEM7f9QQ0Rh9l9eZ5lq2Y
18WACE4-12345-0R,True,W4VV+MM Villaseca de la Sagra,"Lugar Barrio Aceca, 0 Iberdrola Generación Gas Natural, 45260 Villaseca de la Sagra, Toledo",8CFRW4VV+MM,Aceca Uf,,,"CCGT Aceca, Iberdrola",2,,ChIJKQEG--H8QQ0RCzLGYHJyl6o,Aceca Uf,True,1,1,places,OK,"Aceca Uf gas-fired power station, Spain",2/2/2021 14:48,0.42857142857142855,"['point_of_interest', 'establishment']",39.9442143,-3.8557998,https://www.google.com/maps/place/?q=place_id:ChIJKQEG--H8QQ0RCzLGYHJyl6o
26WIMPI-S15TDARG,True,"W9VC+JH Acerra, Metropolitan City of Naples","Unnamed Rd, 80011 Acerra",8FGPW9VC+JH,Acerra,,,Termovalorizzatore Acerra,9,,ChIJp4DLUYGsOxMR0_xobz_nw0Y,Di Acerra,True,9,1,places,OK,"Di Acerra electric power plant, Italy",2/2/2021 14:48,0.4137931034482759,"['point_of_interest', 'establishment']",40.9441091,14.371438,https://www.google.com/maps/place/?q=place_id:ChIJp4DLUYGsOxMR0_xobz_nw0Y
