projectID,formatted_address,geometry,place_name,num_results,place_id,place_ok,search_api_calls,search_method,search_status,search_text,search_time,sim_score,types
26WIMPI-S03UPTVS,"Gran Paradiso, 11010 Valsavarenche, Aosta Valley, Italy","{'location': {'lat': 45.5183736, 'lng': 7.266588499999999}, 'viewport': {'northeast': {'lat': 45.5261912, 'lng': 7.2825959}, 'southwest': {'lat': 45.5105549, 'lng': 7.2505811}}}",Gran Paradiso,1,ChIJK8BAUrICiUcRDET0oCNss4o,TRUE,2,find_place,OK,"Paraviso, Italy",1/29/2021 20:32,0.666666667,"['natural_feature', 'establishment']"
26WIMPI-S20EPYPZ,"Circonvallazione Zona Industriale, 07046 Porto Torres SS, Italy","{'location': {'lat': 40.8326475, 'lng': 8.3776378}, 'viewport': {'northeast': {'lat': 40.83399327989272, 'lng': 8.378990329892723}, 'southwest': {'lat': 40.83129362010728, 'lng': 8.376290670107279}}}",Versalis S.P.A.,1,ChIJ1fDPZQmG3BIRkainb-v4Nek,TRUE,1,find_place,OK,"Polimeri Europa S P Porto Torres electric power plant, Italy",1/29/2021 20:32,0.444444444,"['point_of_interest', 'establishment']"
50WP00000000585I,"5760 Røldal, Norway","{'location': {'lat': 59.832353, 'lng': 6.821085399999999}, 'viewport': {'northeast': {'lat': 59.8375216, 'lng': 6.834525699999999}, 'southwest': {'lat': 59.82826839999999, 'lng': 6.8086892}}}",Røldal,1,ChIJt4FINYiwPkYR_IAXSApOygc,TRUE,2,find_place,OK,"Roldal, Norway",1/29/2021 20:32,0.833333333,"['locality', 'political']"
32W001100100023Q,"5, 7009 Eastern Industrial Zone, Ruse, Bulgaria","{'location': {'lat': 43.8668298, 'lng': 26.0095855}, 'viewport': {'northeast': {'lat': 43.86819997989272, 'lng': 26.01041097989272}, 'southwest': {'lat': 43.86550032010728, 'lng': 26.00771132010728}}}",Ruse Iztok Power Plant,1,ChIJNbo4MGBnrkAR_C6R_Fxu4FQ,TRUE,1,find_place,OK,"Chp Ruse coal-fired power station, Bulgaria",1/29/2021 20:32,0.4,"['point_of_interest', 'establishment']"
26WIMPI-S05SNRV3,"36053 Gambellara, Province of Vicenza, Italy","{'location': {'lat': 45.4570776, 'lng': 11.3419557}, 'viewport': {'northeast': {'lat': 45.4700002, 'lng': 11.3560935}, 'southwest': {'lat': 45.448063, 'lng': 11.3327128}}}",Gambellara,1,ChIJ56WOMqJHf0cR7FWtsbF1TWA,FALSE,3,find_place,BUST,"Sorio, Italy",1/29/2021 20:32,0.146341463,"['locality', 'political']"
26WIMPI-S14CTYT4,"86039 Termoli, Province of Campobasso, Italy","{'location': {'lat': 42.0005331, 'lng': 14.9952839}, 'viewport': {'northeast': {'lat': 42.0069327, 'lng': 15.0251581}, 'southwest': {'lat': 41.9666448, 'lng': 14.9646694}}}",Termoli,1,ChIJuTC4TvzMMBMRGN1ShTz0CAo,TRUE,2,find_place,OK,"Termoli, Italy",1/29/2021 20:32,1,"['locality', 'political']"
26WIMPI-S07VTDR2,"17047 Vado Ligure, Province of Savona, Italy","{'location': {'lat': 44.2647844, 'lng': 8.432131}, 'viewport': {'northeast': {'lat': 44.2822442, 'lng': 8.4501925}, 'southwest': {'lat': 44.2581873, 'lng': 8.4174786}}}",Vado Ligure,30,ChIJfzyS4QTj0hIR3iS4KzXIWmk,TRUE,2,find_place,OK,"Vado Term, Italy",1/29/2021 20:32,0.6,"['locality', 'political']"
26WIMPI-S18S2TRR,,{},,0,,FALSE,4,geocode,BUST,"2S, Italy",1/29/2021 21:01,0,[]
15WAJKA------PPT,"Ajka, Gyártelepi út 1, 8400 Hungary","{'location': {'lat': 47.0966727, 'lng': 17.5600077}, 'viewport': {'northeast': {'lat': 47.09859907989272, 'lng': 17.56104287989272}, 'southwest': {'lat': 47.09589942010727, 'lng': 17.55834322010728}}}",Bakonyi Erőmű Zrt.,1,ChIJqdFKv79zaUcRdyJY2n3Saek,TRUE,2,find_place,OK,"Ajkai Hőerőmű, Hungary",1/29/2021 21:01,0.6,"['point_of_interest', 'establishment']"
17W100P100P0256A,,{},,0,,FALSE,4,geocode,BUST,"Arrighi, France",1/29/2021 21:01,0,[]
14W-BAS-KW-----I,"Aschach an der Donau, Austria","{'location': {'lat': 48.3641034, 'lng': 14.0193903}, 'viewport': {'northeast': {'lat': 48.4219401, 'lng': 14.0308801}, 'southwest': {'lat': 48.35389, 'lng': 13.97547}}}",Aschach an der Donau,1,ChIJhXaPdXGGc0cR0zA2rFx7Ztw,TRUE,2,find_place,OK,"Aschach, Austria",1/29/2021 21:01,0.518518519,"['locality', 'political']"
14W-E110354----8,"Außerfragant, Austria","{'location': {'lat': 46.92848, 'lng': 13.10379}, 'viewport': {'northeast': {'lat': 46.92982982989272, 'lng': 13.10513982989272}, 'southwest': {'lat': 46.92713017010728, 'lng': 13.10244017010728}}}",Außerfragant,2,ChIJB5GfPrJOd0cRK51vU-2_IAk,TRUE,2,find_place,OK,"Ausserfragant, Austria",1/29/2021 21:01,0.88,['route']
26WIMPI-S13A1VN5,"Aventine Hill, 00153 Rome, Metropolitan City of Rome, Italy","{'location': {'lat': 41.8824826, 'lng': 12.4776405}, 'viewport': {'northeast': {'lat': 41.8907894, 'lng': 12.4936479}, 'southwest': {'lat': 41.87417480000001, 'lng': 12.4616331}}}",Aventine Hill,1,ChIJrYoIVzNgLxMRmcKSHslAwtM,TRUE,2,find_place,OK,"Aventino, Italy",1/29/2021 21:01,0.666666667,"['natural_feature', 'establishment']"
38W-MT--BEJ----R,,{},,0,,FALSE,5,geocode,BUST,"Eleketrijaam, Estonia",1/29/2021 21:01,0,[]
26WIMPI-S05BTRGK,"Borgo Trento, Verona, VR, Italy","{'location': {'lat': 45.4477733, 'lng': 10.9883162}, 'viewport': {'northeast': {'lat': 45.4571014, 'lng': 10.9987561}, 'southwest': {'lat': 45.439837, 'lng': 10.9802399}}}",Borgo Trento,1,ChIJwVP1BVNff0cRyC7Wr-uYdgk,TRUE,2,find_place,OK,"Borgo Trento, Italy",1/29/2021 21:01,1,"['neighborhood', 'political']"
17W100P100P0320R,"99 Avenue de Lyon, 26500 Bourg-lès-Valence, France","{'location': {'lat': 44.9526002, 'lng': 4.890974}, 'viewport': {'northeast': {'lat': 44.95397282989272, 'lng': 4.892451729892721}, 'southwest': {'lat': 44.95127317010728, 'lng': 4.889752070107277}}}",Plastic Omnium Systèmes Urbains SA,1,ChIJJ7LwT-hZ9UcRBTDHNUBl1yE,TRUE,1,find_place,OK,"Bourg Les Valence hydroelectric dam, France",1/29/2021 21:01,0.481481481,"['point_of_interest', 'establishment']"
26WIMPI-0166990F,"1910 W University Dr, Boise, ID 83725, United States","{'location': {'lat': 43.6033127, 'lng': -116.201649}, 'viewport': {'northeast': {'lat': 43.60688974999999, 'lng': -116.18375435}, 'southwest': {'lat': 43.59509915, 'lng': -116.22252295}}}",Boise State University,1,ChIJySB7fPb4rlQRVrObbyRbqyQ,FALSE,3,find_place,BUST,"Brnsfir, Italy",1/29/2021 21:01,0.275862069,"['university', 'point_of_interest', 'establishment']"
16WCABRIL------U,"Cabril, Portugal","{'location': {'lat': 41.7137775, 'lng': -8.035618399999999}, 'viewport': {'northeast': {'lat': 41.8242212, 'lng': -7.9824929}, 'southwest': {'lat': 41.6876385, 'lng': -8.119464899999999}}}",Cabril,1,ChIJFTfQ7YEjJQ0RkCCR5L3rAAU,TRUE,2,find_place,OK,"Cabril, Portugal",1/29/2021 21:01,1,"['administrative_area_level_3', 'political']"
26WIMPI-S07CCRNK,"Corso Stalingrado, 25, 17014 Cairo Montenotte SV, Italy","{'location': {'lat': 44.3788597, 'lng': 8.2893305}, 'viewport': {'northeast': {'lat': 44.38008522989272, 'lng': 8.290500129892722}, 'southwest': {'lat': 44.37738557010728, 'lng': 8.287800470107278}}}",Italiana Coke S.R.L.,1,ChIJ6eFYeW7o0hIR692Nyh5nBdY,TRUE,1,find_place,OK,"Cairo Montenotte hydroelectric dam, Italy",1/29/2021 21:01,0.516129032,"['point_of_interest', 'establishment']"
26WIMPI-S09C1RB2,"54035 Monte Carboli, Province of Massa and Carrara, Italy","{'bounds': {'northeast': {'lat': 44.1421458, 'lng': 10.028079}, 'southwest': {'lat': 44.1387501, 'lng': 10.0246394}}, 'location': {'lat': 44.1402874, 'lng': 10.0265267}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 44.1421458, 'lng': 10.028079}, 'southwest': {'lat': 44.1387501, 'lng': 10.0246394}}}",,1,ChIJGQ_loAUb1RIRQbLhfMpgznI,FALSE,4,geocode,BUST,"Carboli, Italy",1/29/2021 21:01,0.25,"['locality', 'political']"
17W100B100P0189S,"57570 Cattenom, France","{'location': {'lat': 49.4157857, 'lng': 6.218270899999999}, 'viewport': {'northeast': {'lat': 49.41693532989273, 'lng': 6.219476379892723}, 'southwest': {'lat': 49.41423567010729, 'lng': 6.216776720107279}}}",Cattenom Nuclear Power Plant,1,ChIJt5GKAY87lUcROnco9AGzfGE,TRUE,1,find_place,OK,"Cattenom nuclear plant, France",1/29/2021 21:01,0.727272727,"['point_of_interest', 'establishment']"
26WIMPI-S03CCHVL,"23022 Chiavenna, Province of Sondrio, Italy","{'location': {'lat': 46.3271725, 'lng': 9.401207099999999}, 'viewport': {'northeast': {'lat': 46.356139, 'lng': 9.4385221}, 'southwest': {'lat': 46.30324359999999, 'lng': 9.374776299999999}}}",Chiavenna,1,ChIJ3UltqA9nhEcR4OxmLgJ4BgQ,TRUE,2,find_place,OK,"Chiavenna, Italy",1/29/2021 21:01,1,"['administrative_area_level_3', 'political']"
26WIMPI-S12CMNC0,"SP193, 3, 03010 Trevi Nel Lazio FR, Italy","{'location': {'lat': 41.8680086, 'lng': 13.1930847}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 41.86935758029149, 'lng': 13.1944336802915}, 'southwest': {'lat': 41.8666596197085, 'lng': 13.1917357197085}}}",,10,ChIJRwKG_l7zLxMRzb5yxkS_xrY,FALSE,4,geocode,BUST,"Comunacqua, Italy",1/29/2021 21:01,0.095238095,"['establishment', 'point_of_interest', 'tourist_attraction']"
26WIMPI-S12CTLOS,"02010 Terme di Cotilia, Province of Rieti, Italy","{'location': {'lat': 42.3765768, 'lng': 12.9979221}, 'viewport': {'northeast': {'lat': 42.3794078, 'lng': 13.0069526}, 'southwest': {'lat': 42.3727636, 'lng': 12.9973398}}}",Terme di Cotilia,1,ChIJ-3lYa22yLxMRB3vwroJpIkk,TRUE,2,find_place,OK,"Cotilia, Italy",1/29/2021 21:01,0.608695652,"['locality', 'political']"
17W100P100P0352E,"Chez Arcelor Mittal, RP546, 13270 Fos-sur-Mer, France","{'location': {'lat': 43.4289232, 'lng': 4.8840074}, 'viewport': {'northeast': {'lat': 43.43025952989272, 'lng': 4.885365479892722}, 'southwest': {'lat': 43.42755987010727, 'lng': 4.882665820107278}}}",CyCoFos,1,ChIJty6KzmQXthIRLQ4OhUDPXEQ,TRUE,1,find_place,OK,"Cycofos Tv electric power plant, France",1/29/2021 21:01,0.823529412,"['point_of_interest', 'establishment']"
49W0000000000431,"Diemen, Netherlands","{'location': {'lat': 52.3389926, 'lng': 4.9591888}, 'viewport': {'northeast': {'lat': 52.3558514, 'lng': 5.0351744}, 'southwest': {'lat': 52.3175819, 'lng': 4.9426614}}}",Diemen,1,ChIJB2Aw5xsMxkcR6-ZQRoVuYTo,TRUE,2,find_place,OK,"Diemen, Netherlands",1/29/2021 21:01,1,"['locality', 'political']"
26WIMPI-S08DCSTV,"Via Granarolo, 231, 48018 Faenza RA, Italy","{'location': {'lat': 44.3328437, 'lng': 11.9083099}, 'viewport': {'northeast': {'lat': 44.33487425, 'lng': 11.91017917989272}, 'southwest': {'lat': 44.33216684999999, 'lng': 11.90747952010728}}}",Dister Energia S.P.A.,1,ChIJ8VuXZF1SKxMRx7zZ9GTDooA,TRUE,2,find_place,OK,"Dister, Italy",1/29/2021 21:01,0.461538462,"['point_of_interest', 'establishment']"
26WIMPI-S06SDDT9,"34011 Duino, UTI Giuliana, Italy","{'location': {'lat': 45.7753929, 'lng': 13.6026211}, 'viewport': {'northeast': {'lat': 45.7801321, 'lng': 13.6150805}, 'southwest': {'lat': 45.77116119999999, 'lng': 13.5930647}}}",Duino,1,ChIJZxqEJ_wLe0cRw7upqhfIXqs,TRUE,2,find_place,OK,"Duino, Italy",1/29/2021 21:01,1,"['locality', 'political']"
27W-PU-EECK----8,"Jakubská, 284 01 Kutná Hora, Czechia","{'location': {'lat': 49.9480796, 'lng': 15.2673912}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 49.9494285802915, 'lng': 15.2687401802915}, 'southwest': {'lat': 49.9467306197085, 'lng': 15.2660422197085}}}",,1,ChIJT7swuKdBDEcRL36ZJ_8YzjM,FALSE,4,geocode,BUST,"Eeck, Czech Republic",1/29/2021 21:01,0.105263158,"['establishment', 'point_of_interest']"
27W-PU-ETU2----I,,{},,0,,FALSE,4,geocode,BUST,"Etu2, Czech Republic",1/29/2021 21:01,0,[]
11WD2FARK000287K,"Wilhelmshavener Str. 6, 28777 Bremen, Germany","{'location': {'lat': 53.2015399, 'lng': 8.5170207}, 'viewport': {'northeast': {'lat': 53.20274507989271, 'lng': 8.519002029892723}, 'southwest': {'lat': 53.20004542010727, 'lng': 8.51630237010728}}}",Farge power station,1,ChIJX9ZhbGLRtkcR2EGrTeB3vy8,TRUE,1,find_place,OK,"Farge coal-fired power station, Germany",1/29/2021 21:01,0.555555556,"['point_of_interest', 'establishment']"
26WIMPI-07978333,"41034 Finale Emilia, Province of Modena, Italy","{'location': {'lat': 44.8324577, 'lng': 11.2911601}, 'viewport': {'northeast': {'lat': 44.8415372, 'lng': 11.3090989}, 'southwest': {'lat': 44.8208016, 'lng': 11.2767439}}}",Finale Emilia,1,ChIJdYU3RWu6f0cRV0rsQXgUC94,TRUE,2,find_place,OK,"Finale Emilia, Italy",1/29/2021 21:01,1,"['locality', 'political']"
11WD7ELLE5X--KWV,"40235 Düsseldorf, Germany","{'location': {'lat': 51.2268509, 'lng': 6.811603499999999}, 'viewport': {'northeast': {'lat': 51.22819807989272, 'lng': 6.812995979892722}, 'southwest': {'lat': 51.22549842010728, 'lng': 6.810296320107279}}}",Flingern,1,ChIJua6qS9HLuEcRhT8ogfWo3aQ,FALSE,3,find_place,BUST,"Flingern, Germany",1/29/2021 21:01,1,"['transit_station', 'point_of_interest', 'establishment']"
26WIMPI-S20F3LMF,"Flumendosa, South Sardinia, Italy","{'location': {'lat': 39.4779846, 'lng': 9.523690199999999}, 'viewport': {'northeast': {'lat': 39.5216223, 'lng': 9.634134999999999}, 'southwest': {'lat': 39.417003, 'lng': 9.411719699999999}}}",Flumendosa,1,ChIJNae1SduZ4BIRKp4R1P3MmSA,TRUE,2,find_place,OK,"Flumendosa, Italy",1/29/2021 21:01,1,"['natural_feature', 'establishment']"
26WIMPI-0693963H,"88024 Girifalco, Province of Catanzaro, Italy","{'location': {'lat': 38.8240653, 'lng': 16.4209345}, 'viewport': {'northeast': {'lat': 38.8345923, 'lng': 16.4413256}, 'southwest': {'lat': 38.8161054, 'lng': 16.4131555}}}",Girifalco,1,ChIJfaLdzej9PxMRsKrDCMO08Vo,TRUE,2,find_place,OK,"Girifalco, Italy",1/29/2021 21:01,1,"['locality', 'political']"
47W000000000160R,"Greatisland, Campile, Co. Wexford, Ireland","{'location': {'lat': 52.2792143, 'lng': -6.994041800000001}, 'viewport': {'northeast': {'lat': 52.28024572989272, 'lng': -6.992679120107279}, 'southwest': {'lat': 52.27754607010728, 'lng': -6.995378779892722}}}",Great Island Power Station,1,ChIJtwHLBYm4QkgR30UtV3w_eGY,TRUE,1,find_place,OK,"Great Island power station, Ireland",1/29/2021 21:01,0.75,"['point_of_interest', 'establishment']"
26WIMPI-S04GRGNS,"38055 Grigno, Trentino, Italy","{'location': {'lat': 46.01698870000001, 'lng': 11.6312371}, 'viewport': {'northeast': {'lat': 46.01835089999999, 'lng': 11.6446445}, 'southwest': {'lat': 46.0130334, 'lng': 11.626446}}}",Grigno,1,ChIJr7uCnI3seEcRKbBA7Durr0M,TRUE,2,find_place,OK,"Grigno, Italy",1/29/2021 21:02,1,"['locality', 'political']"
18WHFEGED-1234-V,"Poligono Industrial La Vega, Calle Linea de la Concepción, 1, nave 207, 11380 Tarifa, Cádiz, Spain","{'location': {'lat': 36.0255208, 'lng': -5.611317}, 'viewport': {'northeast': {'lat': 36.02687062989272, 'lng': -5.609967170107277}, 'southwest': {'lat': 36.02417097010727, 'lng': -5.612666829892721}}}",HS Tarifa,1,ChIJ4S0V3oyODA0RJgHjxT2wctQ,FALSE,3,find_place,BUST,"Htarifa, Spain",1/29/2021 21:02,0.875,"['point_of_interest', 'store', 'establishment']"
44W-T-KT-000002G,"79620 Huutokoski, Finland","{'location': {'lat': 62.2123277, 'lng': 27.6892106}, 'viewport': {'northeast': {'lat': 62.21752909999999, 'lng': 27.705218}, 'southwest': {'lat': 62.2071254, 'lng': 27.6732032}}}",Huutokoski,1,ChIJA8f4uzvamkYRICiSuVO1AAo,TRUE,4,find_place,OK,"Huutokoski, Finland",1/29/2021 21:02,0.869565217,"['locality', 'political']"
19W0000000002337,"Lotnicza 1, 82-500 Kwidzyn, Poland","{'location': {'lat': 53.70719399999999, 'lng': 18.9259764}, 'viewport': {'northeast': {'lat': 53.70857972989271, 'lng': 18.92717922989272}, 'southwest': {'lat': 53.70588007010727, 'lng': 18.92447957010727}}}",International Paper,1,ChIJMwmU1Si3AkcRRewcIhaz-K0,TRUE,1,find_place,OK,"International Paper Kwidzyn coal-fired power station, Poland",1/29/2021 21:02,0.826086957,"['point_of_interest', 'establishment']"
11WATKAUN2HRWEAB,"6524 Kaunertal, Austria","{'location': {'lat': 46.8598164, 'lng': 10.7152017}, 'viewport': {'northeast': {'lat': 46.86585780000001, 'lng': 10.7160077}, 'southwest': {'lat': 46.8578026, 'lng': 10.7127837}}}",Snowpark Kaunertal,1,ChIJv7XJQPIpg0cRiiayssTuqyg,TRUE,4,find_place,BUST,"Kaunertal, Germany",1/29/2021 21:02,0.702702703,"['point_of_interest', 'establishment']"
12W-0000000017-E,"Beznau, 5312 Döttingen, Switzerland","{'location': {'lat': 47.5520019, 'lng': 8.2282497}, 'viewport': {'northeast': {'lat': 47.55318842989273, 'lng': 8.229905779892722}, 'southwest': {'lat': 47.55048877010728, 'lng': 8.227206120107278}}}",Nuclear Power Plant Beznau,1,ChIJ-wVcQfNpkEcRy1A03F1DQHM,TRUE,1,find_place,OK,"Kkb Kernkw Beznau nuclear plant, Switzerland",1/29/2021 21:02,0.540540541,"['point_of_interest', 'establishment']"
11WD8KLIN5X----0,"Klingenberg am Main, Germany","{'location': {'lat': 49.7805714, 'lng': 9.183095699999999}, 'viewport': {'northeast': {'lat': 49.7972315, 'lng': 9.227164499999999}, 'southwest': {'lat': 49.73934879999999, 'lng': 9.1277221}}}",Klingenberg am Main,1,ChIJw4WffnBRvUcR3FDbSxH4PYg,TRUE,2,find_place,OK,"Klingenberg, Germany",1/29/2021 21:02,0.733333333,"['locality', 'political']"
47W000000000232S,"Lanesborough, Co. Longford, Ireland","{'location': {'lat': 53.6714035, 'lng': -7.9873346}, 'viewport': {'northeast': {'lat': 53.67457229999999, 'lng': -7.983615200000001}, 'southwest': {'lat': 53.6671647, 'lng': -7.9991157}}}",Lanesborough,1,ChIJXyOBkkEuXEgR3vrf5usRzs0,TRUE,2,find_place,OK,"Lanesboro, Ireland",1/29/2021 21:02,0.857142857,"['neighborhood', 'political']"
26WIMPI-S14LTRNT,"86035 Larino, Province of Campobasso, Italy","{'location': {'lat': 41.82774209999999, 'lng': 14.9155243}, 'viewport': {'northeast': {'lat': 41.8965775, 'lng': 14.9816576}, 'southwest': {'lat': 41.7644099, 'lng': 14.8544027}}}",Larino,1,ChIJ6xK4izmxMBMRUZnMUQeh0x0,TRUE,4,find_place,OK,"Larino, Italy",1/29/2021 21:02,0.8,"['administrative_area_level_3', 'political']"
26WIMPI-S05PMAR7,"16039 Sestri Levante, Metropolitan City of Genoa, Italy","{'location': {'lat': 44.2763654, 'lng': 9.4008281}, 'viewport': {'northeast': {'lat': 44.2990987, 'lng': 9.4372902}, 'southwest': {'lat': 44.2612006, 'lng': 9.384203699999999}}}",Sestri Levante,1,ChIJUa9eDv-W1BIRGMyQwgIczKY,TRUE,2,find_place,OK,"Levante, Italy",1/29/2021 21:02,0.666666667,"['locality', 'political']"
26WIMPI-S01ECLF6,"13046 Livorno Ferraris, Province of Vercelli, Italy","{'location': {'lat': 45.2817294, 'lng': 8.084918199999999}, 'viewport': {'northeast': {'lat': 45.2927377, 'lng': 8.092347}, 'southwest': {'lat': 45.27375989999999, 'lng': 8.0620318}}}",Livorno Ferraris,1,ChIJTwi_9vvSh0cRUgVX1vPojdc,TRUE,2,find_place,OK,"Livorno Ferraris, Italy",1/29/2021 21:02,1,"['locality', 'political']"
15WLORINC----PPF,"Lőrinci, Lőrinci Gas Turbine Plant, 3022 Hungary","{'location': {'lat': 47.7190709, 'lng': 19.679448}, 'viewport': {'northeast': {'lat': 47.7292569, 'lng': 19.6935849}, 'southwest': {'lat': 47.70320599999999, 'lng': 19.666156}}}",Lőrinci Gas Turbine Plant,1,ChIJW4HuKBVMQEcRL_aLxsRc1Vk,TRUE,1,find_place,OK,"Lőrinci Gázturbinás power station, Hungary",1/29/2021 21:02,0.681818182,"['sublocality_level_1', 'sublocality', 'political']"
26WIMPI-S15MTDD6,"Via Cucciarella, 81024 Maddaloni CE, Italy","{'location': {'lat': 41.0349741, 'lng': 14.3944451}, 'viewport': {'northeast': {'lat': 41.03630592989272, 'lng': 14.39584662989272}, 'southwest': {'lat': 41.03360627010728, 'lng': 14.39314697010728}}}",Enel Spa,1,ChIJO0_jp2lTOhMRCVhwZVD0No0,TRUE,1,find_place,OK,"Maddaloni T electric power plant, Italy",1/29/2021 21:02,0.444444444,"['point_of_interest', 'establishment']"
26WIMPI-S02MNAEP,"11028 Maen, Aosta Valley, Italy","{'location': {'lat': 45.8690591, 'lng': 7.6172968}, 'viewport': {'northeast': {'lat': 45.8711119, 'lng': 7.620363100000001}, 'southwest': {'lat': 45.8674565, 'lng': 7.612603000000001}}}",Maen,1,ChIJie1915bOiEcRB2BONvuvwYM,TRUE,2,find_place,OK,"Maen, Italy",1/29/2021 21:02,1,"['locality', 'political']"
30W-CHE-MARI---9,"Mărișelu, Romania","{'location': {'lat': 47.0113867, 'lng': 24.5087898}, 'viewport': {'northeast': {'lat': 47.0165415, 'lng': 24.5195594}, 'southwest': {'lat': 47.008715, 'lng': 24.5008004}}}",Mărișelu,1,ChIJM_BWtXcfSkcRRijhLpOzAng,TRUE,2,find_place,OK,"Mariselu, Romania",1/29/2021 21:02,0.75,"['locality', 'political']"
26WIMPI-S03ATMN1,"25040 Mazzunno Province of Brescia, Italy","{'location': {'lat': 45.8942178, 'lng': 10.1487187}, 'viewport': {'northeast': {'lat': 45.9019831, 'lng': 10.1647261}, 'southwest': {'lat': 45.88645150000001, 'lng': 10.1327113}}}",Mazzunno,1,ChIJ5Qut4sLag0cRwnUaJh1aR50,TRUE,2,find_place,OK,"Mazzunno, Italy",1/29/2021 21:02,1,"['locality', 'political']"
26WIMPI-S12AOCS3,"Via Ostiense, 106, 00154 Roma RM, Italy","{'location': {'lat': 41.8669022, 'lng': 12.4781129}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 41.8682511802915, 'lng': 12.4794618802915}, 'southwest': {'lat': 41.8655532197085, 'lng': 12.4767639197085}}}",,2,ChIJpcPlnIGKJRMReN1sXvlbJ2Q,FALSE,4,geocode,BUST,"Montemartini, Italy",1/29/2021 21:02,0.285714286,"['establishment', 'museum', 'point_of_interest', 'tourist_attraction']"
26WIMPI-S04NATRE,"39025 Naturns, South Tyrol, Italy","{'location': {'lat': 46.6343132, 'lng': 11.0111737}, 'viewport': {'northeast': {'lat': 46.6949617, 'lng': 11.0822835}, 'southwest': {'lat': 46.5853796, 'lng': 10.9344442}}}",Naturns,1,ChIJoZm3sFbAgkcRcDORFYcJBwQ,TRUE,2,find_place,OK,"Naturno, Italy",1/29/2021 21:02,0.857142857,"['administrative_area_level_3', 'political']"
50WP00000000517Z,"3630 Rødberg, Norway","{'location': {'lat': 60.2671558, 'lng': 8.9589195}, 'viewport': {'northeast': {'lat': 60.26877007989273, 'lng': 8.960445479892721}, 'southwest': {'lat': 60.26607042010728, 'lng': 8.957745820107277}}}",Nore In power station,1,ChIJozitcm2AQEYR5icgtz4QtMU,TRUE,1,find_place,OK,"Nore hydroelectric dam, Norway",1/29/2021 21:02,0.421052632,"['point_of_interest', 'establishment']"
26WIMPI-S10AOCRH,"01028 Orte, VT, Italy","{'location': {'lat': 42.4574411, 'lng': 12.3869837}, 'viewport': {'northeast': {'lat': 42.4692654, 'lng': 12.3965808}, 'southwest': {'lat': 42.4514401, 'lng': 12.3696283}}}",Orte,1,ChIJLdx2wQMhLxMRbG3mbwj0FRA,TRUE,2,find_place,OK,"Orte, Italy",1/29/2021 21:02,1,"['locality', 'political']"
16WPEGO--------O,"Pego, Portugal","{'location': {'lat': 39.4618067, 'lng': -8.149649799999999}, 'viewport': {'northeast': {'lat': 39.4832727, 'lng': -8.0926712}, 'southwest': {'lat': 39.4135733, 'lng': -8.185711999999999}}}",Pego,1,ChIJ8bdVklRrGA0R4PyQ5L3rAAU,TRUE,2,find_place,OK,"Pego, Portugal",1/29/2021 21:02,1,"['administrative_area_level_3', 'political']"
26WIMPI-S08PLCNW,"Piacenza, Province of Piacenza, Italy","{'location': {'lat': 45.0526206, 'lng': 9.6929845}, 'viewport': {'northeast': {'lat': 45.0691256, 'lng': 9.7612318}, 'southwest': {'lat': 45.0153146, 'lng': 9.635065599999999}}}",Piacenza,1,ChIJBZXJ8vjngEcRdyHkndkj02A,TRUE,2,find_place,OK,"Piacenza, Italy",1/29/2021 21:02,1,"['locality', 'political']"
16WPICOTII-----K,"Río Duero, Portugal","{'location': {'lat': 41.3783596, 'lng': -6.3515735}, 'viewport': {'northeast': {'lat': 41.38010822989271, 'lng': -6.349841270107278}, 'southwest': {'lat': 41.37740857010727, 'lng': -6.352540929892722}}}",Picote Dam,1,ChIJd6YPrPFeOQ0Rzo-ttdwjdxs,TRUE,1,find_place,OK,"Picote hydroelectric dam, Portugal",1/29/2021 21:02,0.75,"['tourist_attraction', 'point_of_interest', 'establishment']"
48WSTN00000RATS9,"328 Grays Inn Rd, London WC1X 8BZ, United Kingdom","{'location': {'lat': 51.5289942, 'lng': -0.1195903}, 'viewport': {'northeast': {'lat': 51.53037357989272, 'lng': -0.1183294701072778}, 'southwest': {'lat': 51.52767392010728, 'lng': -0.1210291298927222}}}",The Water Rats,1,ChIJ7YmP7jgbdkgRn6tZsFneL9g,FALSE,3,find_place,BUST,"Rats, United Kingdom",1/29/2021 21:02,0.444444444,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
26WIMPI-S01RASNN,"10080 Rosone Metropolitan City of Turin, Italy","{'location': {'lat': 45.4307948, 'lng': 7.433860099999999}, 'viewport': {'northeast': {'lat': 45.4386246, 'lng': 7.4498675}, 'southwest': {'lat': 45.4229639, 'lng': 7.417852700000001}}}",Rosone,1,ChIJ16wQZv75iEcRtROjKNcht0U,TRUE,2,find_place,OK,"Rosone, Italy",1/29/2021 21:02,1,"['locality', 'political']"
