projectID,best_match,compound_code,formatted_address,global_code,lat,lon,place_name,num_results,partial_match,place_id,PlantName,place_ok,return_pos,search_api_calls,search_method,search_status,search_text,search_time,sim_score,types,gm_lat,gm_lon,gm_url
26WIMPI-0163877Q,,,"94100 Enna, Province of Enna, Italy",,,,Enna,1,,ChIJ_7xAoYXYEBMRfa6cA63nThk,,True,,2,find_place,OK,"Enna, Italy",1/29/2021 18:18,1.0,"['administrative_area_level_3', 'political']",37.5099321,14.262851,https://www.google.com/maps/place/?q=place_id:ChIJ_7xAoYXYEBMRfa6cA63nThk
26WIMPI-S01FDEIC,,,"12014 Fedio, Province of Cuneo, Italy",,,,Fedio,1,,ChIJ0wWIvwQQzRIRguvVR8bFv0U,,True,,2,find_place,OK,"Fedio, Italy",1/29/2021 18:18,1.0,"['locality', 'political']",44.3248584,7.2750644,https://www.google.com/maps/place/?q=place_id:ChIJ0wWIvwQQzRIRguvVR8bFv0U
29WILARIONAS---X,True,3RX3+4V Aiani,Aiani 505 00,8GG33RX3+4V,,,Hilarion Dam,14,,ChIJz3UG6Ki1WRMRASzYtSwRDMU,Ilarionas,True,1,1,places,OK,"Ilarionas hydroelectric dam, Greece",2021-02-02 10:13:19,0.7619047619047619,"['point_of_interest', 'establishment']",40.0978408,21.8047305,https://www.google.com/maps/place/?q=place_id:ChIJz3UG6Ki1WRMRASzYtSwRDMU
26WIMPI-S01MNRFF,,,"Mirafiori Sud, Turin, Metropolitan City of Turin, Italy",,,,Mirafiori Sud,1,,ChIJxUPA8xMTiEcRj7Fvwyh3Vmw,,True,,2,find_place,OK,"Mirafiori, Italy",1/29/2021 18:18,0.818181818,"['neighborhood', 'political']",45.0215567,7.6240389,https://www.google.com/maps/place/?q=place_id:ChIJxUPA8xMTiEcRj7Fvwyh3Vmw
11WD8MITT5G----0,,,"Köpenicker Str. 60, 10179 Berlin, Germany",,,,Heizkraftwerk Mitte,1,,ChIJqR_THDtOqEcRzaMmP561J5s,,True,,1,find_place,OK,"Hkw Mitte gas-fired power station, Germany",1/29/2021 18:18,0.4166666670000001,"['point_of_interest', 'establishment']",52.511484,13.4209371,https://www.google.com/maps/place/?q=place_id:ChIJqR_THDtOqEcRzaMmP561J5s
32W001100100072D,,,"8320 Momina Tsarkva, Bulgaria",,,,Momina Tsarkva,1,,ChIJKUR7i34Qp0ARQKQOzRSgAAo,,True,,5,find_place,OK,"Momina, Bulgaria",1/29/2021 18:18,0.615384615,"['locality', 'political']",42.142912,27.0140595,https://www.google.com/maps/place/?q=place_id:ChIJKUR7i34Qp0ARQKQOzRSgAAo
18WPGR1-12345-04,,,"As Pontes de García Rodríguez, A Coruña, Spain",,,,,1,,ChIJ0WneFeADLg0RKDLTdBXhOEU,,False,,5,geocode,BUST,"Rodr, Spain",1/29/2021 18:18,0.272727273,"['administrative_area_level_4', 'political']",43.4526554,-7.852369,
43W-PLAV-HPP---J,,,"Pļaviņas, Pļaviņu pilsēta, Latvia",,,,Pļaviņas,1,,ChIJC0oQek6l6UYR4P7yaM3PAAQ,,True,,2,find_place,OK,"Plavinas, Latvia",1/29/2021 18:18,0.75,"['locality', 'political']",56.6182449,25.725792,https://www.google.com/maps/place/?q=place_id:ChIJC0oQek6l6UYR4P7yaM3PAAQ
18WROB2-12345-0B,,,"24640 La Robla, León, Spain",,,,La Robla,1,,ChIJPcTWgfWjNw0RAOGL_9qn8IU,,True,,2,find_place,OK,"Robla, Spain",1/29/2021 18:18,0.7692307690000001,"['locality', 'political']",42.8012489,-5.6273951,https://www.google.com/maps/place/?q=place_id:ChIJPcTWgfWjNw0RAOGL_9qn8IU
11WD4SWSW5HD7--F,,,"Schluchsee, 79859 Schluchsee, Germany",,,,Schluchsee,1,,ChIJ-W1RWkT2kEcRaCvnl0n_xJw,,True,,1,find_place,OK,"Schluchsee hydroelectric dam, Germany",1/29/2021 18:18,1.0,"['natural_feature', 'establishment']",47.8182613,8.1519136,https://www.google.com/maps/place/?q=place_id:ChIJ-W1RWkT2kEcRaCvnl0n_xJw
26WIMPI-S06ECLTM,,,"Servola, Trieste, UTI Giuliana, Italy",,,,Servola,1,,ChIJh5DOm7Vre0cRHPPXmr8n_7k,,True,,2,find_place,OK,"Servola, Italy",1/29/2021 18:18,1.0,"['neighborhood', 'political']",45.623894,13.7859095,https://www.google.com/maps/place/?q=place_id:ChIJh5DOm7Vre0cRHPPXmr8n_7k
14W-PROD-SIM---P,,,"1.Haidequerstraße 1, 1110 Wien, Austria",,,,Simmering power station,1,,ChIJjWl0X6gAbUcRKxy86IhxV-0,,True,,1,find_place,OK,"Kw Simmering gas-fired power station, Austria",1/29/2021 18:18,0.692307692,"['point_of_interest', 'establishment']",48.1835231,16.4303122,https://www.google.com/maps/place/?q=place_id:ChIJjWl0X6gAbUcRKxy86IhxV-0
50WP00000000654P,,,"Farastadhaugen 18, 3864 Rauland, Norway",,,,Songa kraftverk,1,,ChIJ9wMhDbUoP0YR6yttKvTDEjI,,True,,1,find_place,OK,"Songa hydroelectric dam, Norway",1/29/2021 18:18,0.5,"['point_of_interest', 'establishment']",59.7776088,7.7259635,https://www.google.com/maps/place/?q=place_id:ChIJ9wMhDbUoP0YR6yttKvTDEjI
45V0000000000148,,,"Ny Studstrupvej 14, 8541 Skødstrup, Denmark",,,,Studstrup Power Station,1,,ChIJT6v1F487TEYRQUhQrHyxO6M,,True,,2,find_place,OK,"Studstrupvaerket, Denmark",1/29/2021 18:18,0.666666667,"['point_of_interest', 'establishment']",56.2489534,10.3472225,https://www.google.com/maps/place/?q=place_id:ChIJT6v1F487TEYRQUhQrHyxO6M
26WIMPI-S03TVZZK,,,"26838 Tavazzano con Villavesco, Province of Lodi, Italy",,,,Tavazzano con Villavesco,1,,ChIJ_6qYZ9jShkcRA0QExPN8DJY,,True,,2,find_place,OK,"Tavazzano, Italy",1/29/2021 18:19,0.545454545,"['locality', 'political']",45.3277218,9.4054364,https://www.google.com/maps/place/?q=place_id:ChIJ_6qYZ9jShkcRA0QExPN8DJY
11WD8TIEF5X----V,,,"22113 Hamburg, Germany",,,,Heizkraftwerk Tiefstack,1,,ChIJeaIWZtKNsUcRKrMYTEzFTnk,,True,,1,find_place,OK,"Hkw Tiefstack coal-fired power station, Germany",1/29/2021 18:19,0.5625,"['point_of_interest', 'establishment']",53.5269146,10.065522,https://www.google.com/maps/place/?q=place_id:ChIJeaIWZtKNsUcRKrMYTEzFTnk
50WP00000000743Q,,,"4443 Tjørhom, Norway",,,,Tjørhom,1,,ChIJ-ZVWvfCgOUYRlzgdFUM0YdA,,True,,2,find_place,OK,"Tjorhom, Norway",1/29/2021 18:19,0.857142857,"['locality', 'political']",58.8885747,6.8519783,https://www.google.com/maps/place/?q=place_id:ChIJ-ZVWvfCgOUYRlzgdFUM0YdA
26WIMPI-S04TRBLJ,,,"38069 Nago–Torbole, Trentino, Italy",,,,Nago–Torbole,1,,ChIJI0MdS-YQgkcRWT6zU6J2s50,,True,,2,find_place,OK,"Torbole, Italy",1/29/2021 18:19,0.736842105,"['locality', 'political']",45.8778243,10.8908516,https://www.google.com/maps/place/?q=place_id:ChIJI0MdS-YQgkcRWT6zU6J2s50
11WD2ZOLL0002880,,,"Leininger Str. 1, 85406 Zolling, Germany",,,,ENGIE Kraftwerk Zolling,1,,ChIJbw5v6JI_nkcR_DjV3nWC1kU,,True,,1,find_place,OK,"Kraftwerk Zolling coal-fired power station, Germany",1/29/2021 18:19,0.46666666700000003,"['point_of_interest', 'establishment']",48.45595,11.8030201,https://www.google.com/maps/place/?q=place_id:ChIJbw5v6JI_nkcR_DjV3nWC1kU
26WIMYI-S04BZZOB,,,"Lago di Malga Boazzo, 38080 Valdaone, Trentino, Italy",,,,Lago di Malga Boazzo,1,,ChIJm9eZ-3k2gkcRrjsfscdc0u0,,True,,2,find_place,OK,"Boazzo, Italy",1/29/2021 19:48,0.46153846200000004,"['natural_feature', 'establishment']",46.0018781,10.517251,https://www.google.com/maps/place/?q=place_id:ChIJm9eZ-3k2gkcRrjsfscdc0u0
26WIMPI-S13BSSUZ,,,"65022 Bussi sul Tirino, Province of Pescara, Italy",,,,Bussi sul Tirino,1,,ChIJkbp-aiw3MBMRWGzZDXVECoQ,,True,,2,find_place,OK,"Bussi, Italy",1/29/2021 19:48,0.47619047600000003,"['locality', 'political']",42.2135849,13.8253915,https://www.google.com/maps/place/?q=place_id:ChIJkbp-aiw3MBMRWGzZDXVECoQ
26WIMPI-S01CLCAH,,,"17020 Calice Ligure, Province of Savona, Italy",,,,Calice Ligure,1,,ChIJpY6bWo7w0hIRI_XreHqDpek,,True,,2,find_place,OK,"Calice, Italy",1/29/2021 19:48,0.6315789470000001,"['locality', 'political']",44.2045552,8.2948128,https://www.google.com/maps/place/?q=place_id:ChIJpY6bWo7w0hIRI_XreHqDpek
16WCARRAPA-----2,,,"Barragem do Carrapatelo, Portugal",,,,Barragem do Carrapatelo,1,,ChIJATJnXgiiJA0RtYUsgYh-qkY,,True,,1,find_place,OK,"Carrapatelo hydroelectric dam, Portugal",1/29/2021 19:48,0.647058824,"['natural_feature', 'establishment']",41.085556,-8.131389,https://www.google.com/maps/place/?q=place_id:ChIJATJnXgiiJA0RtYUsgYh-qkY
17W100P100P0190E,,,"57570 Cattenom, France",,,,Cattenom Nuclear Power Plant,1,,ChIJt5GKAY87lUcROnco9AGzfGE,,True,,1,find_place,OK,"Cattenom nuclear plant, France",1/29/2021 19:48,0.727272727,"['point_of_interest', 'establishment']",49.4157857,6.2182709,https://www.google.com/maps/place/?q=place_id:ChIJt5GKAY87lUcROnco9AGzfGE
26WIMPI-S16BSCRY,,,"Province of Caserta, Italy",,,,Province of Caserta,1,,ChIJIWlzFYDwOhMRMIFimR_hCQM,,False,,3,find_place,BUST,"Ce, Italy",1/29/2021 19:49,0.19047619,"['administrative_area_level_2', 'political']",41.2078354,14.1001326,https://www.google.com/maps/place/?q=place_id:ChIJIWlzFYDwOhMRMIFimR_hCQM
19W0000000000369,,,"ul. M. Skłodowskiej-Curie 30, 41-503 Chorzów, Poland",,,,CEZ Chorzów S.A.,1,,ChIJ1Woe9WrSFkcR1RXP2qp8kjo,,True,,1,find_place,OK,"Chorzów coal-fired power station, Poland",1/29/2021 19:49,0.636363636,"['point_of_interest', 'establishment']",50.30874,18.9712189,https://www.google.com/maps/place/?q=place_id:ChIJ1Woe9WrSFkcR1RXP2qp8kjo
48WSTN00000GRMOP,,,"235 E 42nd St, New York, NY 10017, United States",,,,Pfizer,1,,ChIJ2RZDFQNZwokR9NuJ_Lxkpww,,False,,3,find_place,BUST,"Grmo, United Kingdom",1/29/2021 19:49,0.2,"['health', 'point_of_interest', 'establishment']",40.7503031,-73.9726559,https://www.google.com/maps/place/?q=place_id:ChIJ2RZDFQNZwokR9NuJ_Lxkpww
11WD2BHAF000272F,,,"Port of Hamburg, Hamburg, Germany",,,,Port of Hamburg,1,,ChIJ55tZaoeEsUcRXvno1KxKjZI,,False,,3,find_place,BUST,"Hafen, Germany",1/29/2021 19:49,0.2,"['natural_feature', 'establishment']",53.5070965,9.9679233,https://www.google.com/maps/place/?q=place_id:ChIJ55tZaoeEsUcRXvno1KxKjZI
49W000000000045Y,,,"Nieuwe Hemweg, Amsterdam, Netherlands",,,,Nieuwe Hemweg,1,,ChIJxQhxsOzixUcR1rrUi2SLOKI,,True,,2,find_place,OK,"Hemweg, Netherlands",1/29/2021 19:49,0.6315789470000001,['route'],52.4033984,4.8446542,https://www.google.com/maps/place/?q=place_id:ChIJxQhxsOzixUcR1rrUi2SLOKI
38W-MT--IRU--Q-T,,,"Peterburi tee 105, Maardu, 74114 Harju maakond, Estonia",,,,Iru Power Plant,1,,ChIJ34nMh6ztkkYRWd690GPyKgA,,True,,1,find_place,OK,"Iru Elektrijaam gas-fired power station, Estonia",1/29/2021 19:49,0.5,"['point_of_interest', 'establishment']",59.4515944,24.924937,https://www.google.com/maps/place/?q=place_id:ChIJ34nMh6ztkkYRWd690GPyKgA
19W0000000000628,,,"Promienna 51, 43-603 Jaworzno, Poland",,,,Jaworzno Power Station,1,,ChIJFSCvfXjDFkcR2qgGnjHU6Qk,,True,,1,find_place,OK,"Jaworzno coal-fired power station, Poland",1/29/2021 19:49,0.666666667,"['point_of_interest', 'establishment']",50.2051744,19.2053485,https://www.google.com/maps/place/?q=place_id:ChIJFSCvfXjDFkcR2qgGnjHU6Qk
38W-MT--AREJ2--A,,,"Kirdalu, 75505 Harju maakond, Estonia",,,,Kiisa AREJ,1,,ChIJpYyBfNTGkkYRj20ASSqs5oM,,True,,1,find_place,OK,"Kiisa Arej gas-fired power station, Estonia",1/29/2021 19:49,1.0,"['point_of_interest', 'establishment']",59.2442187,24.7038979,https://www.google.com/maps/place/?q=place_id:ChIJpYyBfNTGkkYRj20ASSqs5oM
48WSTN000LBAR-G1,,,"72 Humberstone Gate, Leicester LE1 3PL, United Kingdom",,,,L Bar & Bistro,1,,ChIJS_EPDBlhd0gRKTL7UbtIcbI,,False,,3,find_place,BUST,"Lbar, United Kingdom",1/29/2021 19:49,0.5,"['bar', 'point_of_interest', 'establishment']",52.6370131,-1.1274101,https://www.google.com/maps/place/?q=place_id:ChIJS_EPDBlhd0gRKTL7UbtIcbI
11WD8LICH5G----1,,,"Ostpreußendamm 61, 12207 Berlin, Germany",,,,Lichterfelde power station,1,,ChIJ-y2G__xaqEcR4Bu8SkcgIQ8,,True,,1,find_place,OK,"Hkw Lichterfelde gas-fired power station, Germany",1/29/2021 19:49,0.75,"['point_of_interest', 'establishment']",52.4243275,13.3087282,https://www.google.com/maps/place/?q=place_id:ChIJ-y2G__xaqEcR4Bu8SkcgIQ8
26WIMYI-S15M2TSB,,,"Montagna del Matese, 86092 Roccamandolfi, Province of Isernia, Italy",,,,Montagna del Matese,2,,ChIJKdWO5HdjOhMROkSH8ZLWpso,,True,,5,find_place,OK,"Matese, Italy",1/29/2021 19:49,0.428571429,"['natural_feature', 'establishment']",41.45,14.3666667,https://www.google.com/maps/place/?q=place_id:ChIJKdWO5HdjOhMROkSH8ZLWpso
11WD2BMIT0002731,,,"Mittelsbüren, 28719 Bremen, Germany",,,,Mittelsbüren,1,,ChIJ-w2wihorsUcRcav88bP3aQo,,True,,2,find_place,OK,"Mittelsbueren, Germany",1/29/2021 19:49,0.88,['route'],53.1287073,8.6554012,https://www.google.com/maps/place/?q=place_id:ChIJ-w2wihorsUcRcav88bP3aQo
11WD2WBNK000318M,,,"Getriebebau-Nord-Straße 1, 22941 Bargteheide, Germany",,,,NORD GmbH & Co. KG,1,,ChIJTxnA0DcfskcReOD7FMyxtyw,,True,,2,find_place,OK,"Nord, Germany",1/29/2021 19:49,0.42105263200000004,"['point_of_interest', 'establishment']",53.7218863,10.2777256,https://www.google.com/maps/place/?q=place_id:ChIJTxnA0DcfskcReOD7FMyxtyw
48WSTN00000PEHEU,,,"Lanai City, HI 96763, USA",,,,,1,,ChIJeRaywc87VXkRutAC7mjT4S4,,False,,4,geocode,BUST,"Pehe, United Kingdom",1/29/2021 19:49,0.074074074,"['establishment', 'point_of_interest', 'tourist_attraction']",20.7344057,-156.890297,
29WYISPOURNARI-P,,,"Unnamed Road, Arta 471 00, Greece",,,,Pournari dam,1,,ChIJDyNR90cDXBMRAzBFZnGYtP8,,True,,1,find_place,OK,"Pournari hydroelectric dam, Greece",1/29/2021 19:49,0.8,"['point_of_interest', 'establishment']",39.1861148,21.021856,https://www.google.com/maps/place/?q=place_id:ChIJDyNR90cDXBMRAzBFZnGYtP8
11WD8REUT5X----M,,,"Otternbuchtstraße 11, 13599 Berlin, Germany",,,,Reuter power station,2,,ChIJq6rnGu9WqEcRsslldRAL4ts,,True,,1,find_place,OK,"Hkw Reuter coal-fired power station, Germany",1/29/2021 19:49,0.6,"['point_of_interest', 'establishment']",52.5307721,13.2464709,https://www.google.com/maps/place/?q=place_id:ChIJq6rnGu9WqEcRsslldRAL4ts
12W-0000000080-7,,,"Rheinfelden, Switzerland",,,,Rheinfelden,1,,ChIJUbiGjeq0kUcRdsPMeH6B9PQ,,True,,2,find_place,OK,"Rheinfelden, Switzerland",1/29/2021 19:49,1.0,"['locality', 'political']",47.55219,7.7922914,https://www.google.com/maps/place/?q=place_id:ChIJUbiGjeq0kUcRdsPMeH6B9PQ
43W-RIG-HPP----1,,,"Riga, Latvia",,,,Riga,1,,ChIJ7T0H5bDP7kYRMP7yaM3PAAQ,,True,,2,find_place,OK,"Riga, Latvia",1/29/2021 19:49,1.0,"['locality', 'political']",56.9496487,24.1051865,https://www.google.com/maps/place/?q=place_id:ChIJ7T0H5bDP7kYRMP7yaM3PAAQ
26WIMPI-S04CTNB6,,,"38066 Riva del Garda, Trentino, Italy",,,,Riva del Garda,1,,ChIJravdZNAWgkcRo0xnw7LbG2s,,True,,2,find_place,OK,"Riva, Italy",1/29/2021 19:49,0.444444444,"['locality', 'political']",45.8891984,10.8430696,https://www.google.com/maps/place/?q=place_id:ChIJravdZNAWgkcRo0xnw7LbG2s
26WIMPI-S04SSLSD,,,"Piazza di S.Silvestro, 17A, 00187 Roma RM, Italy",,,,Basilica di San Silvestro in Capite,1,,ChIJoc4Mg1NgLxMRy-lfNWgHdTw,,False,,4,find_place,BUST,"Silvestro, Italy",1/29/2021 19:49,0.47826087,"['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",41.902909,12.48075,https://www.google.com/maps/place/?q=place_id:ChIJoc4Mg1NgLxMRy-lfNWgHdTw
26WIMPI-S05STNGL,,,"32036 La Stanga Province of Belluno, Italy",,,,La Stanga,1,,ChIJS-9imviqeUcRvv8usCUWtDs,,True,,2,find_place,OK,"Stanga, Italy",1/29/2021 19:49,0.8,"['locality', 'political']",46.211694,12.129325,https://www.google.com/maps/place/?q=place_id:ChIJS-9imviqeUcRvv8usCUWtDs
50WP00000000665K,,,"Agder, Norway",,,,,10,,ChIJD0JSTvhPOEYR8vitVnMQwW0,,False,,4,geocode,BUST,"Steinsfoss, Norway",1/29/2021 19:49,0.133333333,"['administrative_area_level_1', 'political']",58.5032084,7.7571974,
50WP00000000667G,,,"5379 Steinsland, Norway",,,,Steinsland,1,,ChIJg1yQZJrrPEYRgeMMMeI7Eeg,,True,,2,find_place,OK,"Steinsland, Norway",1/29/2021 19:49,1.0,['postal_town'],60.1756486,4.9778868,https://www.google.com/maps/place/?q=place_id:ChIJg1yQZJrrPEYRgeMMMeI7Eeg
30W-CHE-SUGAG--7,,,"Șugag 517775, Romania",,,,Șugag,1,,ChIJN3ZcQ986TEcRmwzGxqGMAQk,,True,,2,find_place,OK,"Sugag, Romania",1/29/2021 19:49,0.8,"['locality', 'political']",45.7776871,23.6206131,https://www.google.com/maps/place/?q=place_id:ChIJN3ZcQ986TEcRmwzGxqGMAQk
47W000000000162N,,,"Tarbert Island, Tarbert, Co. Kerry, Ireland",,,,Tarbert Power Station,1,,ChIJi1EyuqrYWkgRqYpjfGrB80E,,True,,1,find_place,OK,"Tarbert Production power station, Ireland",1/29/2021 19:49,0.636363636,"['point_of_interest', 'establishment']",52.5889003,-9.3639387,https://www.google.com/maps/place/?q=place_id:ChIJi1EyuqrYWkgRqYpjfGrB80E
14W-KW-THE-EVN-7,,,"Ludwig Brucknerstraße 1, 3494, Austria",,,,Theiss power station - EVN AG,1,,ChIJO4Gk-UKCckcRaKjizOTgXdw,,True,,1,find_place,OK,"Kraftwerk Theiss gas-fired power station, Austria",1/29/2021 19:49,0.444444444,"['point_of_interest', 'establishment']",48.394813,15.7083593,https://www.google.com/maps/place/?q=place_id:ChIJO4Gk-UKCckcRaKjizOTgXdw
50WP00000000741U,,,"Pulpit Rock, Strand, Norway",,,,,10,,ChIJCetU9hvVO0YRi7ejv73mg0o,,False,,4,geocode,BUST,"Tjodan, Norway",1/29/2021 19:49,0.333333333,"['establishment', 'natural_feature']",58.98641,6.1904396,
16WTORRAO------V,,,"Torrão, Portugal",,,,Torrão,1,,ChIJz8HfWLMmGg0RV0H1-wD7oi0,,True,,2,find_place,OK,"Torrao, Portugal",1/29/2021 19:49,0.833333333,"['locality', 'political']",38.2945393,-8.2238261,https://www.google.com/maps/place/?q=place_id:ChIJz8HfWLMmGg0RV0H1-wD7oi0
18WASC2-12345-0P,,,"43791 Ascó, Tarragona, Spain",,,,Ascó,1,,ChIJnWJgG2HWoBIRKMv3jPCfywY,,True,,2,find_place,OK,"Asco, Spain",1/29/2021 20:31,0.75,"['locality', 'political']",41.1827575,0.5671571,https://www.google.com/maps/place/?q=place_id:ChIJnWJgG2HWoBIRKMv3jPCfywY
26WIMPI-S13BLSRW,,,"67052 Balsorano, Province of L'Aquila, Italy",,,,Balsorano,1,,ChIJ3TBe8ZgBMBMREOk5sppPCQQ,,True,,2,find_place,OK,"Balsorano, Italy",1/29/2021 20:31,1.0,"['administrative_area_level_3', 'political']",41.7917551,13.5784012,https://www.google.com/maps/place/?q=place_id:ChIJ3TBe8ZgBMBMREOk5sppPCQQ
33W-TEC-BITOLA-F,,,"Bitola, North Macedonia",,,,Bitola,1,,ChIJ_bZfNlEkVxMRSMm-Zb-7Z_o,,True,,2,find_place,OK,"Bitola, Macedonia, Republic of",1/29/2021 20:31,1.0,"['locality', 'political']",41.0296773,21.3292164,https://www.google.com/maps/place/?q=place_id:ChIJ_bZfNlEkVxMRSMm-Zb-7Z_o
17W100P100P01784,,,"33820 Braud-et-Saint-Louis, France",,,,Blayais Nuclear Power Plant,1,,ChIJle19JnnJAUgRVudeUhBzu78,,True,,1,find_place,OK,"Blayais nuclear plant, France",1/29/2021 20:31,0.5,"['point_of_interest', 'establishment']",45.257431,-0.690649,https://www.google.com/maps/place/?q=place_id:ChIJle19JnnJAUgRVudeUhBzu78
26WIMPI-S03SBNFX,,,"20010 Boffalora sopra Ticino, Metropolitan City of Milan, Italy",,,,Boffalora sopra Ticino,1,,ChIJL8TzgCLxhkcREPJmLgJ4BgQ,,True,,2,find_place,OK,"Boffalora, Italy",1/29/2021 20:31,0.580645161,"['administrative_area_level_3', 'political']",45.4628271,8.8293459,https://www.google.com/maps/place/?q=place_id:ChIJL8TzgCLxhkcREPJmLgJ4BgQ
26WIMPI-S15BSSN0,,,"Bussento, Province of Salerno, Italy",,,,Bussento,1,,ChIJRZDlMs3IPhMRkgPSYU-OZMI,,True,,2,find_place,OK,"Bussento, Italy",1/29/2021 20:31,1.0,"['natural_feature', 'establishment']",40.1005972,15.4983314,https://www.google.com/maps/place/?q=place_id:ChIJRZDlMs3IPhMRkgPSYU-OZMI
48WSTN00000CARRI,,,"12 Helmet Row, London EC1V 3QJ, United Kingdom",,,,Leigh Carr,1,,ChIJKznu7dMadkgRtn1JNXDi7Zc,,True,,3,find_place,BUST,"Carr, United Kingdom",1/29/2021 20:31,0.571428571,"['accounting', 'finance', 'point_of_interest', 'establishment']",51.5253912,-0.0946247,https://www.google.com/maps/place/?q=place_id:ChIJKznu7dMadkgRtn1JNXDi7Zc
26WIMPI-S18CSTR3,,,"85046 Castrocucco Province of Potenza, Italy",,,,Castrocucco,1,,ChIJcViOn0HfPhMRFcRuWrOHHuQ,,True,,2,find_place,OK,"Castrocucco, Italy",1/29/2021 20:31,1.0,"['locality', 'political']",39.9369803,15.7633592,https://www.google.com/maps/place/?q=place_id:ChIJcViOn0HfPhMRFcRuWrOHHuQ
26WIMPI-S12G1VIS,,,"Via Monte Nevoso, 2, 20095 Cusano Milanino MI, Italy",,,,,1,,ChIJyWiAiLO_hkcRFg-POWYciUQ,,False,,4,geocode,BUST,"Colari, Italy",1/29/2021 20:31,0.204081633,"['establishment', 'point_of_interest']",45.5565557,9.1745632,
26WIMPI-S03CRNOV,,,"Corenno Plinio, 23824 Dervio, Province of Lecco, Italy",,,,Corenno Plinio,1,,ChIJE91E9ZkVhEcRrLpuwBqcrQU,,True,,2,find_place,OK,"Corenno, Italy",1/29/2021 20:31,0.666666667,"['neighborhood', 'political']",46.089664,9.3113951,https://www.google.com/maps/place/?q=place_id:ChIJE91E9ZkVhEcRrLpuwBqcrQU
48WSTN1000COTPSQ,,,"Allen St, Kensington, London W8 6UX, UK",,,,,1,,ChIJB-NS5PMPdkgRtHFE__imumo,,False,,4,geocode,BUST,"Cotps, United Kingdom",1/29/2021 20:32,0.097560976,"['church', 'establishment', 'place_of_worship', 'point_of_interest']",51.4971497,-0.1945935,
26WIMPI-S01CRTOP,,,"10070 Crot, Metropolitan City of Turin, Italy",,,,Crot,1,,ChIJFRn6X1KtiUcRlkoLyfBCcKU,,True,,2,find_place,OK,"Crot, Italy",1/29/2021 20:32,1.0,"['locality', 'political']",45.230796,7.2028608,https://www.google.com/maps/place/?q=place_id:ChIJFRn6X1KtiUcRlkoLyfBCcKU
26WIMPI-S01DCRNE,,,"12025 Dronero, Province of Cuneo, Italy",,,,Dronero,1,,ChIJOxWz-gI-zRIRkPwCPK3Cxnk,,True,,2,find_place,OK,"Dronero, Italy",1/29/2021 20:32,1.0,"['locality', 'political']",44.4658423,7.3656691,https://www.google.com/maps/place/?q=place_id:ChIJOxWz-gI-zRIRkPwCPK3Cxnk
26WIMPI-S01CEGN7,,,"12100 Cuneo, Province of Cuneo, Italy",,,,Cuneo,1,,ChIJpziBxzhpzRIRR-YmF8trXRM,,True,,6,find_place,OK,"Cuneo, Italy",1/29/2021 20:32,0.545454545,"['locality', 'political']",44.3844766,7.5426711,https://www.google.com/maps/place/?q=place_id:ChIJpziBxzhpzRIRR-YmF8trXRM
26WIMPI-S05ESPRU,,,"Via Veneto, 1149, 35040 Casale di Scodosia PD, Italy",,,,Emmezeta Mobili Snc,1,,ChIJWfcipuAbf0cRgPgBPsl84R0,,True,,2,find_place,OK,"Emmezeta Rovigo, Italy",1/29/2021 20:32,0.647058824,"['point_of_interest', 'establishment']",45.1877472,11.4952608,https://www.google.com/maps/place/?q=place_id:ChIJWfcipuAbf0cRgPgBPsl84R0
26WIMPI-S03FMGSC,,,"20142 Milan, Metropolitan City of Milan, Italy",,,,Famagosta,1,,ChIJPx21DIzDhkcRyH71vojlAA8,,True,,2,find_place,OK,"Famagosta, Italy",1/31/2021 16:53,1.0,"['transit_station', 'point_of_interest', 'establishment']",45.4371411,9.1686693,https://www.google.com/maps/place/?q=place_id:ChIJPx21DIzDhkcRyH71vojlAA8
26WIMPI-S19SDMCS,,,"98044 San Filippo del Mela, Province of Messina, Italy",,,,San Filippo del Mela,1,,ChIJJ4u-sYwwFBMRjiqBpCF0Ew8,,True,,2,find_place,OK,"Filippo Mela, Italy",1/29/2021 20:32,0.75,"['locality', 'political']",38.1691648,15.2742899,https://www.google.com/maps/place/?q=place_id:ChIJJ4u-sYwwFBMRjiqBpCF0Ew8
18WUFMI-12345-0L,,,"Miño, A Coruña, Spain",,,,Miño,1,,ChIJiSCc34dyLg0RYFPKc4L1BAQ,,True,,5,find_place,OK,"Miño, Spain",1/29/2021 20:32,0.666666667,"['administrative_area_level_4', 'political']",43.3539624,-8.1884949,https://www.google.com/maps/place/?q=place_id:ChIJiSCc34dyLg0RYFPKc4L1BAQ
17W100P100P0211W,,,"82400 Golfech, France",,,,Production Center for Nuclear Electricity Golfech,2,,ChIJAQDQnW6_qxIRVjyzR08CLS8,,True,,1,find_place,OK,"Golfech nuclear plant, France",1/29/2021 20:32,0.7,"['point_of_interest', 'establishment']",44.1069917,0.854743,https://www.google.com/maps/place/?q=place_id:ChIJAQDQnW6_qxIRVjyzR08CLS8
