,CARMA,JRC
301,5760.0,756.0
302,5985.0,787.0
303,6618.0,897.0
304,6828.0,2575.0
305,6866.0,934.0
306,6870.0,935.0
307,7100.0,971.0
308,7247.0,988.0
309,7259.0,991.0
310,7264.0,993.0
311,7565.0,2576.0
312,7977.0,1126.0
313,8193.0,1162.0
314,8613.0,1223.0
315,9214.0,1350.0
316,9546.0,1414.0
317,10310.0,25.0
318,10318.0,1220.0
319,10451.0,1577.0
320,10571.0,1601.0
321,10588.0,1604.0
322,10591.0,1605.0
323,10625.0,1248.0
324,10671.0,1626.0
325,10684.0,1631.0
326,10908.0,1674.0
327,11377.0,1740.0
328,11440.0,1247.0
329,11632.0,1771.0
330,11637.0,1772.0
331,11707.0,1786.0
332,11764.0,1790.0
333,11765.0,1791.0
334,11775.0,1792.0
335,12593.0,1889.0
336,12652.0,1896.0
337,12653.0,1897.0
338,12676.0,1902.0
339,12809.0,1928.0
340,13123.0,2018.0
341,13469.0,1249.0
342,13867.0,2142.0
343,13882.0,2145.0
344,13894.0,3043.0
345,13909.0,2151.0
346,14044.0,2178.0
347,14309.0,2213.0
348,14619.0,2254.0
349,14628.0,2257.0
350,14631.0,2577.0
351,14682.0,2264.0
352,15013.0,2310.0
353,15051.0,2316.0
354,15089.0,2323.0
355,15346.0,2359.0
356,15461.0,2385.0
357,15737.0,2437.0
358,15761.0,2446.0
359,15767.0,2447.0
360,16370.0,2554.0
361,16442.0,2579.0
362,16447.0,2581.0
363,16477.0,2590.0
364,16503.0,2593.0
365,16662.0,2621.0
366,16704.0,2627.0
367,16710.0,2629.0
368,16712.0,2631.0
369,16714.0,2634.0
370,17121.0,2712.0
371,17351.0,2752.0
372,17735.0,2828.0
373,18105.0,2924.0
374,19126.0,1250.0
375,19134.0,3141.0
376,19504.0,3243.0
377,19700.0,3279.0
378,20096.0,3340.0
379,20052.0,3332.0
380,20190.0,3353.0
381,20257.0,3366.0
382,203.0,3038.0
383,276.0,2368.0
384,500.0,56.0
385,525.0,59.0
386,549.0,60.0
387,551.0,72.0
388,576.0,78.0
389,636.0,1026.0
390,657.0,89.0
391,726.0,93.0
392,761.0,3504.0
393,1079.0,3205.0
394,1092.0,131.0
395,1094.0,807.0
396,1100.0,132.0
397,1331.0,168.0
398,1332.0,749.0
399,1768.0,219.0
400,1825.0,229.0
401,1934.0,241.0
402,2013.0,253.0
403,2015.0,255.0
404,2088.0,272.0
405,2143.0,282.0
406,2360.0,305.0
407,2549.0,320.0
408,2579.0,324.0
409,2824.0,2519.0
410,4652.0,572.0
411,4661.0,574.0
412,4663.0,575.0
413,4729.0,586.0
414,4738.0,587.0
415,4884.0,608.0
416,4993.0,711.0
417,5145.0,643.0
418,5217.0,665.0
419,5231.0,3398.0
420,5236.0,671.0
421,5294.0,689.0
422,5295.0,690.0
423,5341.0,701.0
424,5345.0,702.0
425,5352.0,704.0
426,5477.0,720.0
427,5510.0,83.0
428,5591.0,736.0
429,5694.0,741.0
430,5793.0,762.0
431,5839.0,766.0
432,5920.0,778.0
433,6163.0,816.0
434,6682.0,909.0
435,6753.0,918.0
436,6769.0,921.0
437,6838.0,930.0
438,7021.0,2346.0
439,7096.0,969.0
440,7450.0,1015.0
441,7452.0,1016.0
442,7549.0,1072.0
443,7580.0,1055.0
444,7584.0,1056.0
445,7595.0,2496.0
446,7596.0,1074.0
447,7622.0,1060.0
448,7662.0,1418.0
449,7808.0,1089.0
450,17090.0,2707.0
451,7848.0,1097.0
452,8022.0,1132.0
453,8070.0,1141.0
454,8144.0,1155.0
455,8161.0,1622.0
456,8192.0,734.0
457,8206.0,2861.0
458,8302.0,735.0
459,8382.0,1267.0
460,8446.0,1193.0
461,8448.0,1194.0
462,8597.0,1272.0
463,8602.0,1221.0
464,8610.0,1222.0
465,8713.0,1280.0
466,8786.0,2444.0
467,8869.0,1300.0
468,8886.0,1304.0
469,9061.0,1330.0
470,9127.0,371.0
471,9168.0,1340.0
472,9292.0,1366.0
473,9338.0,1376.0
474,9491.0,1403.0
475,9596.0,2458.0
476,9824.0,2174.0
477,9880.0,1464.0
478,9893.0,1466.0
479,10396.0,2873.0
480,10397.0,1572.0
481,10463.0,1580.0
482,10520.0,1590.0
483,10733.0,1639.0
484,10741.0,1640.0
485,10769.0,1651.0
486,10890.0,1676.0
487,10992.0,2623.0
488,11670.0,1778.0
489,11833.0,1796.0
490,12015.0,1822.0
491,12068.0,1831.0
492,12145.0,1844.0
493,12301.0,1859.0
494,12403.0,1867.0
495,12413.0,1869.0
496,12465.0,1962.0
497,12470.0,1963.0
498,12835.0,1970.0
499,12876.0,1979.0
500,12937.0,827.0
501,13009.0,2428.0
502,13106.0,2016.0
503,13205.0,2029.0
504,13283.0,2039.0
505,13298.0,3384.0
506,13299.0,2044.0
507,13309.0,2051.0
508,20534.0,568.0
509,13532.0,2083.0
510,13593.0,2104.0
511,13615.0,2111.0
512,13621.0,2112.0
513,13637.0,2102.0
514,13647.0,2103.0
515,13682.0,2120.0
516,13737.0,2127.0
517,13765.0,2134.0
518,20668.0,3437.0
519,14305.0,2212.0
520,14460.0,2228.0
521,14562.0,74.0
522,14565.0,2247.0
523,14625.0,2256.0
524,14715.0,3021.0
525,15124.0,2328.0
526,15175.0,2335.0
527,15421.0,2373.0
528,15486.0,2390.0
529,15819.0,2457.0
530,15752.0,2443.0
531,15817.0,2456.0
532,16057.0,2347.0
533,16095.0,2495.0
534,16128.0,2501.0
535,16250.0,2518.0
536,16382.0,2558.0
537,16797.0,2649.0
538,16834.0,2660.0
539,16836.0,2658.0
540,16884.0,2684.0
541,16922.0,2669.0
542,16923.0,2670.0
543,16930.0,2672.0
544,16940.0,2028.0
545,16945.0,2680.0
546,17126.0,2713.0
547,17227.0,2725.0
548,17710.0,2826.0
549,17878.0,2868.0
550,17939.0,2889.0
551,18115.0,2927.0
552,18429.0,3026.0
553,18436.0,3028.0
554,18488.0,3036.0
555,18616.0,3051.0
556,18800.0,3183.0
557,19048.0,3122.0
558,19195.0,3404.0
559,19353.0,3203.0
560,19370.0,3207.0
561,19371.0,3208.0
562,19372.0,2114.0
563,19382.0,3210.0
564,19391.0,3214.0
565,19415.0,3221.0
566,20058.0,3333.0
567,20198.0,3356.0
568,20334.0,3386.0
569,20336.0,2203.0
570,20351.0,3389.0
571,20354.0,3390.0
572,20451.0,3415.0
573,20471.0,3416.0
574,20499.0,3421.0
575,20514.0,3423.0
576,20527.0,3424.0
577,20537.0,1644.0
578,20550.0,3428.0
579,20664.0,3436.0
580,20675.0,3438.0
581,20789.0,3454.0
582,20832.0,3456.0
583,20943.0,3464.0
584,20948.0,612.0
585,21075.0,3489.0
586,167.0,19.0
587,5171.0,648.0
588,6889.0,936.0
589,6999.0,955.0
590,10368.0,1566.0
591,11284.0,1731.0
592,11597.0,1769.0
593,14783.0,2278.0
594,14785.0,2279.0
595,15055.0,2317.0
596,17166.0,2720.0
597,18113.0,2925.0
598,18665.0,3056.0
599,9592.0,1417.0
600,9703.0,1432.0
601,18766.0,3077.0
602,818.0,102.0
603,10718.0,1638.0
604,14286.0,2209.0
605,19163.0,3152.0
606,62.0,8.0
607,93.0,13.0
608,163.0,18.0
609,169.0,20.0
610,246.0,30.0
611,255.0,32.0
612,270.0,34.0
613,11551.0,38.0
614,593.0,80.0
615,613.0,84.0
616,632.0,86.0
617,650.0,88.0
618,651.0,649.0
619,696.0,2296.0
620,815.0,101.0
621,875.0,650.0
622,928.0,112.0
623,990.0,120.0
624,1145.0,146.0
625,1169.0,148.0
626,1188.0,151.0
627,18403.0,3020.0
628,1323.0,166.0
629,1372.0,176.0
630,1394.0,177.0
631,1395.0,179.0
632,1400.0,180.0
633,1401.0,2498.0
634,1475.0,186.0
635,1529.0,194.0
636,1692.0,651.0
637,1801.0,2603.0
638,2200.0,293.0
639,2251.0,297.0
640,2305.0,300.0
641,2548.0,318.0
642,2612.0,335.0
643,2729.0,344.0
644,2775.0,352.0
645,2970.0,376.0
646,2973.0,377.0
647,3052.0,402.0
648,3061.0,404.0
649,3072.0,405.0
650,3113.0,413.0
651,3104.0,410.0
652,3157.0,416.0
653,3161.0,418.0
654,3162.0,417.0
655,3214.0,421.0
656,3219.0,423.0
657,3236.0,424.0
658,3245.0,425.0
659,3267.0,427.0
660,3290.0,428.0
661,3308.0,652.0
662,3321.0,430.0
663,3416.0,435.0
664,3433.0,438.0
665,3435.0,439.0
666,3439.0,440.0
667,3441.0,441.0
668,3442.0,442.0
669,3451.0,443.0
670,3503.0,450.0
671,3508.0,451.0
672,3531.0,454.0
673,3551.0,653.0
674,3583.0,457.0
675,3603.0,459.0
676,3709.0,466.0
677,3769.0,478.0
678,3844.0,487.0
679,3850.0,488.0
680,3851.0,489.0
681,3928.0,495.0
682,3961.0,497.0
683,4045.0,1945.0
684,4047.0,506.0
685,4101.0,512.0
686,4107.0,511.0
687,4142.0,513.0
688,4190.0,516.0
689,4191.0,517.0
690,4253.0,520.0
691,4299.0,524.0
692,4332.0,526.0
693,4353.0,528.0
694,4426.0,538.0
695,4530.0,561.0
696,5900.0,776.0
697,7080.0,967.0
698,4922.0,611.0
699,5182.0,660.0
700,5271.0,721.0
701,5775.0,759.0
702,5855.0,767.0
703,5858.0,768.0
704,5861.0,770.0
705,5938.0,783.0
706,6161.0,2751.0
707,6196.0,826.0
708,6236.0,1909.0
709,6238.0,2300.0
710,6243.0,830.0
711,6493.0,871.0
712,6531.0,879.0
713,6604.0,896.0
714,6633.0,654.0
715,6662.0,906.0
716,6670.0,907.0
717,6863.0,933.0
718,6894.0,2721.0
719,6945.0,2604.0
720,7051.0,2698.0
721,7132.0,975.0
722,7289.0,997.0
723,7345.0,1004.0
724,7368.0,1007.0
725,7436.0,1013.0
726,7437.0,1014.0
727,7523.0,911.0
728,8532.0,1209.0
729,8977.0,1318.0
730,8978.0,1316.0
731,8980.0,1317.0
732,8981.0,1319.0
733,8982.0,1320.0
734,8997.0,1322.0
735,10444.0,1576.0
736,10566.0,1600.0
737,10577.0,1602.0
738,10606.0,1609.0
739,10687.0,1632.0
740,10715.0,3325.0
741,10824.0,1657.0
742,10871.0,1669.0
743,10944.0,1684.0
744,11295.0,1732.0
745,11532.0,1765.0
746,11629.0,281.0
747,11630.0,1770.0
748,11639.0,1773.0
749,11647.0,2299.0
750,11685.0,1779.0
751,11717.0,1787.0
752,11769.0,2157.0
753,11851.0,1800.0
754,11920.0,1804.0
755,11931.0,2552.0
756,12007.0,1819.0
757,12027.0,1825.0
758,12184.0,1849.0
759,12499.0,1884.0
760,12539.0,1886.0
761,12630.0,1895.0
762,12664.0,1899.0
763,12670.0,1901.0
764,12729.0,1911.0
765,12831.0,1930.0
766,12948.0,1941.0
767,13058.0,1997.0
768,13081.0,2000.0
769,13117.0,2017.0
770,13478.0,2073.0
771,13529.0,2082.0
772,14125.0,2182.0
773,14154.0,2188.0
774,14161.0,2189.0
775,14170.0,2190.0
776,14184.0,2191.0
777,14231.0,2199.0
778,14322.0,2216.0
779,14379.0,2220.0
780,14413.0,2222.0
781,14448.0,2227.0
782,14488.0,1821.0
783,14502.0,2235.0
784,14579.0,2250.0
785,14585.0,1635.0
786,14622.0,2255.0
787,14650.0,2258.0
788,14658.0,2259.0
789,14750.0,2274.0
790,14939.0,2302.0
791,15030.0,2314.0
792,15081.0,2320.0
793,15097.0,2324.0
794,15111.0,2327.0
795,15125.0,2329.0
796,15128.0,2330.0
797,15138.0,2331.0
798,15142.0,2332.0
799,15196.0,2338.0
800,15221.0,655.0
801,15284.0,2468.0
802,15314.0,2355.0
803,15335.0,2357.0
804,15345.0,2358.0
805,15605.0,2409.0
806,15702.0,2434.0
807,15858.0,3326.0
808,15912.0,2469.0
809,15914.0,2474.0
810,16049.0,2488.0
811,16119.0,461.0
812,16121.0,2606.0
813,16196.0,2514.0
814,16420.0,2568.0
815,16465.0,2589.0
816,16488.0,2592.0
817,16504.0,2595.0
818,16548.0,2601.0
819,16577.0,2613.0
820,16619.0,2617.0
821,16652.0,2619.0
822,16687.0,2624.0
823,16732.0,2636.0
824,17083.0,2704.0
825,17243.0,2729.0
826,17290.0,2741.0
827,17658.0,2820.0
828,17669.0,2821.0
829,17671.0,656.0
830,17701.0,2825.0
831,17718.0,2827.0
832,17753.0,2830.0
833,17777.0,2832.0
834,17884.0,2870.0
835,17915.0,2877.0
836,18075.0,2918.0
837,18207.0,2953.0
838,18208.0,2965.0
839,18380.0,3014.0
840,18417.0,3023.0
841,18532.0,3042.0
842,18739.0,2147.0
843,18759.0,3074.0
844,18842.0,3088.0
845,18859.0,3089.0
846,18873.0,3094.0
847,18894.0,3096.0
848,19041.0,3117.0
849,19174.0,3156.0
850,19460.0,3232.0
851,19510.0,3245.0
852,19521.0,578.0
853,19616.0,3258.0
854,19620.0,3260.0
855,19640.0,3269.0
856,19678.0,3274.0
857,19716.0,657.0
858,19776.0,3285.0
859,19778.0,3286.0
860,19803.0,3290.0
861,19842.0,3297.0
862,20074.0,3335.0
863,20167.0,3350.0
864,20180.0,3352.0
865,20235.0,3362.0
866,21020.0,658.0
867,21100.0,3491.0
868,21171.0,3497.0
869,9523.0,1409.0
870,14801.0,2283.0
871,15832.0,2462.0
872,9496.0,1405.0
873,10181.0,1510.0
874,7017.0,957.0
875,14497.0,2234.0
876,14747.0,2273.0
877,39.0,3506.0
878,97.0,14.0
879,465.0,52.0
880,567.0,3511.0
881,608.0,3517.0
882,622.0,87.0
883,673.0,90.0
884,878.0,106.0
885,996.0,3525.0
886,1015.0,123.0
887,1017.0,3528.0
888,1118.0,135.0
889,1120.0,137.0
890,1123.0,140.0
891,1246.0,157.0
892,1402.0,182.0
893,1523.0,387.0
894,1623.0,202.0
895,1630.0,203.0
896,1766.0,218.0
897,1777.0,221.0
898,1787.0,226.0
899,1962.0,243.0
900,2025.0,256.0
901,2027.0,257.0
902,2034.0,258.0
903,2035.0,263.0
904,2036.0,264.0
905,2043.0,266.0
906,2205.0,294.0
907,2208.0,295.0
908,2218.0,392.0
909,2349.0,304.0
910,2368.0,393.0
911,2451.0,394.0
912,2530.0,314.0
913,2539.0,315.0
914,2542.0,316.0
915,2544.0,317.0
916,2582.0,329.0
917,2706.0,342.0
918,2768.0,349.0
919,2852.0,364.0
920,3009.0,382.0
921,4481.0,546.0
922,4484.0,551.0
923,4485.0,549.0
924,4486.0,550.0
925,4500.0,558.0
926,4750.0,591.0
927,4770.0,593.0
928,4776.0,596.0
929,4813.0,602.0
930,6775.0,922.0
931,4974.0,623.0
932,5019.0,628.0
933,5098.0,633.0
934,5251.0,675.0
935,5252.0,676.0
936,5253.0,678.0
937,5254.0,679.0
938,5255.0,682.0
939,5256.0,681.0
940,5278.0,685.0
941,5725.0,746.0
942,5730.0,747.0
943,5783.0,760.0
944,5785.0,761.0
945,5873.0,771.0
946,5879.0,774.0
947,6045.0,794.0
948,6048.0,796.0
949,6071.0,800.0
950,6072.0,2005.0
951,6081.0,802.0
952,6085.0,806.0
953,6090.0,805.0
954,6100.0,809.0
955,6150.0,821.0
956,6184.0,823.0
957,6185.0,824.0
958,6250.0,835.0
959,6288.0,837.0
960,6293.0,839.0
961,6295.0,841.0
962,6316.0,850.0
963,6470.0,867.0
964,18747.0,3071.0
965,6522.0,875.0
966,6532.0,880.0
967,6621.0,898.0
968,6714.0,915.0
969,6715.0,916.0
970,6924.0,942.0
971,6952.0,946.0
972,6988.0,952.0
973,6994.0,953.0
974,7234.0,987.0
975,7278.0,1040.0
976,7292.0,998.0
977,7344.0,1003.0
978,7427.0,1045.0
979,7517.0,1036.0
980,7599.0,1058.0
981,7642.0,1263.0
982,7679.0,1079.0
983,7711.0,1081.0
984,7716.0,1262.0
985,7805.0,1086.0
986,7824.0,1094.0
987,7840.0,1096.0
988,7884.0,1101.0
989,7948.0,1367.0
990,7951.0,1117.0
991,7953.0,1118.0
992,7954.0,1120.0
993,7955.0,1121.0
994,8039.0,1135.0
995,8042.0,1137.0
996,8092.0,1148.0
997,8103.0,1149.0
998,8107.0,1151.0
999,8110.0,1153.0
1000,8114.0,1154.0
1001,8151.0,1156.0
1002,8167.0,1158.0
1003,8188.0,1160.0
1004,8224.0,1166.0
1005,8239.0,1168.0
1006,8241.0,1170.0
1007,8349.0,1178.0
1008,8353.0,1181.0
1009,8388.0,1187.0
1010,8408.0,1189.0
1011,8421.0,1190.0
1012,8425.0,1191.0
1013,8462.0,1196.0
1014,8463.0,1197.0
1015,8469.0,1199.0
1016,8530.0,1207.0
1017,8576.0,1217.0
1018,8616.0,1224.0
1019,8620.0,1225.0
1020,8627.0,1277.0
1021,8629.0,1279.0
1022,8669.0,1241.0
1023,8696.0,1244.0
1024,8702.0,1245.0
1025,8744.0,1252.0
1026,8745.0,1253.0
1027,8746.0,1254.0
1028,8811.0,1290.0
1029,8889.0,1305.0
1030,8993.0,1321.0
1031,9016.0,1324.0
1032,9180.0,1343.0
1033,9197.0,1363.0
1034,9209.0,1349.0
1035,9242.0,1351.0
1036,9273.0,1357.0
1037,9328.0,1369.0
1038,9329.0,1368.0
1039,9358.0,1381.0
1040,9500.0,1406.0
1041,9663.0,1428.0
1042,9709.0,1434.0
1043,9710.0,1435.0
1044,9728.0,1438.0
1045,9729.0,1440.0
1046,9825.0,1453.0
1047,9867.0,1461.0
1048,9874.0,1462.0
1049,9922.0,1471.0
1050,9943.0,1474.0
1051,9957.0,1477.0
1052,9978.0,1478.0
1053,9985.0,1480.0
1054,10212.0,1522.0
1055,10255.0,1553.0
1056,10258.0,1531.0
1057,10266.0,1534.0
1058,10270.0,1538.0
1059,10271.0,1540.0
1060,10273.0,1546.0
1061,10274.0,1542.0
1062,10275.0,1543.0
1063,10276.0,1544.0
1064,10278.0,1549.0
1065,10279.0,1551.0
1066,10295.0,780.0
1067,10417.0,1575.0
1068,10500.0,1598.0
1069,10528.0,1591.0
1070,10633.0,1616.0
1071,10678.0,1629.0
1072,10756.0,1643.0
1073,10766.0,1647.0
1074,11000.0,1688.0
1075,11031.0,3084.0
1076,11058.0,1700.0
1077,11167.0,1715.0
1078,11190.0,1756.0
1079,11206.0,1718.0
1080,11208.0,1719.0
1081,11224.0,1720.0
1082,11300.0,1733.0
1083,11434.0,1749.0
1084,11449.0,1751.0
1085,11469.0,1752.0
1086,11476.0,1957.0
1087,11548.0,1955.0
1088,11558.0,1767.0
1089,11653.0,1956.0
1090,20986.0,1809.0
1091,11962.0,1812.0
1092,11970.0,1814.0
1093,12064.0,1829.0
1094,12072.0,1832.0
1095,12091.0,1838.0
1096,12139.0,1847.0
1097,12189.0,1850.0
1098,12274.0,1854.0
1099,12420.0,1872.0
1100,12448.0,1875.0
1101,12732.0,1912.0
1102,12738.0,1969.0
1103,12757.0,1918.0
1104,12766.0,1923.0
1105,12972.0,1947.0
1106,12974.0,1950.0
1107,12983.0,1952.0
1108,12986.0,1953.0
1109,13001.0,1991.0
1110,13084.0,2001.0
1111,13094.0,2003.0
1112,13099.0,2004.0
1113,13102.0,2012.0
1114,13103.0,2013.0
1115,13104.0,2014.0
1116,13132.0,2020.0
1117,13133.0,2021.0
1118,13349.0,2057.0
1119,13379.0,2068.0
1120,13383.0,2064.0
1121,13417.0,2069.0
1122,13481.0,2074.0
1123,13544.0,2088.0
1124,13545.0,3173.0
1125,13547.0,2090.0
1126,13568.0,2093.0
1127,13721.0,3534.0
1128,13742.0,2129.0
1129,13743.0,2130.0
1130,13760.0,2132.0
1131,13784.0,3536.0
1132,13808.0,2138.0
1133,13809.0,2139.0
1134,13914.0,2153.0
1135,13941.0,2159.0
1136,13945.0,2160.0
1137,13946.0,2163.0
1138,13948.0,2165.0
1139,13956.0,2166.0
1140,13994.0,2169.0
1141,14100.0,3541.0
1142,14101.0,1882.0
1143,14104.0,3547.0
1144,14105.0,3548.0
1145,14117.0,3551.0
1146,14199.0,2352.0
1147,14664.0,2260.0
1148,14989.0,2010.0
1149,15451.0,2382.0
1150,15453.0,2383.0
1151,20265.0,3369.0
1152,15514.0,2393.0
1153,15515.0,2394.0
1154,15593.0,2405.0
1155,15634.0,2413.0
1156,15637.0,2416.0
1157,15650.0,2420.0
1158,15692.0,2429.0
1159,15916.0,2476.0
1160,15977.0,2537.0
1161,16010.0,2483.0
1162,16023.0,2540.0
1163,16074.0,2491.0
1164,16110.0,2497.0
1165,16215.0,2546.0
1166,16339.0,2532.0
1167,16346.0,2533.0
1168,16347.0,2534.0
1169,16404.0,2561.0
1170,16406.0,2564.0
1171,16411.0,2566.0
1172,16417.0,2567.0
1173,16536.0,2599.0
1174,16557.0,2607.0
1175,16560.0,2608.0
1176,16658.0,2620.0
1177,16708.0,2628.0
1178,16723.0,2635.0
1179,17160.0,2718.0
1180,17262.0,2737.0
1181,17294.0,2987.0
1182,17350.0,2750.0
1183,17366.0,2754.0
1184,17367.0,2756.0
1185,17398.0,2763.0
1186,17411.0,2765.0
1187,17422.0,2767.0
1188,17424.0,2770.0
1189,17428.0,2771.0
1190,17433.0,2778.0
1191,17435.0,2779.0
1192,17437.0,2780.0
1193,17438.0,2781.0
1194,17439.0,2782.0
1195,17444.0,2785.0
1196,17450.0,2787.0
1197,17451.0,2789.0
1198,17482.0,2799.0
1199,17501.0,2802.0
1200,17507.0,2803.0
1201,17545.0,2996.0
1202,17586.0,2811.0
1203,17603.0,2812.0
1204,17610.0,2814.0
1205,17670.0,2822.0
1206,17675.0,2916.0
1207,17693.0,3003.0
1208,17694.0,3002.0
1209,17834.0,2967.0
1210,17851.0,2855.0
1211,17951.0,2894.0
1212,17952.0,2895.0
1213,17953.0,2896.0
1214,18047.0,2948.0
1215,18056.0,2906.0
1216,18060.0,2909.0
1217,18062.0,2910.0
1218,18101.0,2922.0
1219,18104.0,2939.0
1220,18117.0,2928.0
1221,18119.0,2930.0
1222,18176.0,2942.0
1223,18177.0,2943.0
1224,18210.0,2954.0
1225,18233.0,2956.0
1226,18236.0,2958.0
1227,18237.0,2959.0
1228,18269.0,2968.0
1229,18274.0,2971.0
1230,18278.0,2973.0
1231,18279.0,2974.0
1232,18283.0,2976.0
1233,18284.0,2977.0
1234,18286.0,2979.0
1235,18287.0,2981.0
1236,18296.0,2983.0
1237,18300.0,2984.0
1238,18301.0,2985.0
1239,18364.0,3010.0
1240,18444.0,3029.0
1241,18541.0,3045.0
1242,18561.0,3047.0
1243,18619.0,3053.0
1244,18763.0,3076.0
1245,18782.0,3079.0
1246,18802.0,3085.0
1247,18824.0,3086.0
1248,18867.0,3090.0
1249,18918.0,3185.0
1250,18924.0,3103.0
1251,18943.0,3105.0
1252,19020.0,3114.0
1253,19081.0,3127.0
1254,19085.0,3128.0
1255,19087.0,3129.0
1256,19108.0,3132.0
1257,19110.0,3133.0
1258,19147.0,3145.0
1259,19177.0,3157.0
1260,19187.0,3163.0
1261,19207.0,3172.0
1262,19215.0,3174.0
1263,19221.0,3178.0
1264,19222.0,3179.0
1265,19260.0,3186.0
1266,19282.0,3188.0
1267,19283.0,0.0
1268,19305.0,3192.0
1269,19307.0,3193.0
1270,19311.0,3230.0
1271,19313.0,3195.0
1272,19314.0,3196.0
1273,19315.0,3197.0
1274,19408.0,3218.0
1275,19430.0,3225.0
1276,19431.0,3226.0
1277,19503.0,1871.0
1278,19551.0,3252.0
1279,19624.0,3263.0
1280,19631.0,141.0
1281,19632.0,3266.0
1282,19677.0,375.0
1283,19696.0,3278.0
1284,19715.0,3280.0
1285,19739.0,3281.0
1286,19774.0,3283.0
1287,19775.0,3284.0
1288,19866.0,3302.0
1289,19875.0,3305.0
1290,19876.0,3307.0
1291,19942.0,3313.0
1292,19956.0,3314.0
1293,19958.0,3318.0
1294,19960.0,3321.0
1295,20085.0,3336.0
1296,20089.0,3337.0
1297,20104.0,3342.0
1298,20157.0,3347.0
1299,20161.0,3349.0
1300,20276.0,3372.0
1301,20981.0,3476.0
1302,20985.0,3478.0
1303,1916.0,239.0
1304,2806.0,355.0
1305,4450.0,541.0
1306,4565.0,566.0
1307,5092.0,632.0
1308,7388.0,1011.0
1309,10007.0,1484.0
1310,12971.0,1946.0
1311,13310.0,2052.0
1312,14666.0,2261.0
1313,14972.0,2305.0
1314,16224.0,2516.0
1315,17612.0,2815.0
1316,19029.0,3116.0
1317,20841.0,3474.0
1318,21031.0,3555.0
1319,21178.0,3499.0
1320,21199.0,3556.0
1321,182.0,22.0
1322,509.0,57.0
1323,515.0,58.0
1324,1690.0,210.0
1325,1695.0,212.0
1326,2407.0,309.0
1327,3046.0,401.0
1328,3095.0,409.0
1329,3215.0,422.0
1330,3329.0,432.0
1331,3472.0,445.0
1332,4341.0,527.0
1333,4655.0,573.0
1334,6352.0,852.0
1335,9240.0,2298.0
1336,11002.0,1689.0
1337,11444.0,2614.0
