,CARMA,GEO
555,10656.0,788.0
556,11035.0,839.0
557,11367.0,867.0
558,11407.0,873.0
559,11573.0,881.0
560,11833.0,908.0
561,12051.0,928.0
562,12900.0,976.0
563,12901.0,975.0
564,13088.0,992.0
565,13284.0,997.0
566,13311.0,1001.0
567,13460.0,1009.0
568,14571.0,1077.0
569,15726.0,1164.0
570,16057.0,1218.0
571,16134.0,1202.0
572,16818.0,1254.0
573,16866.0,1255.0
574,16943.0,1258.0
575,17170.0,1275.0
576,17904.0,586.0
577,19383.0,1418.0
578,19771.0,1443.0
579,20186.0,1472.0
580,20221.0,1485.0
581,20334.0,1487.0
582,20461.0,1492.0
583,20471.0,1493.0
584,20482.0,1494.0
585,20513.0,1495.0
586,20527.0,1497.0
587,20546.0,1499.0
588,20557.0,1502.0
589,20605.0,1506.0
590,20730.0,1510.0
591,21144.0,1528.0
592,154.0,12.0
593,156.0,14.0
594,167.0,15.0
595,374.0,23.0
596,605.0,42.0
597,9410.0,699.0
598,9950.0,737.0
599,10679.0,792.0
600,11016.0,834.0
601,12046.0,927.0
602,14783.0,1093.0
603,14785.0,1094.0
604,15055.0,1131.0
605,15218.0,1140.0
606,17123.0,1368.0
607,17166.0,1274.0
608,18113.0,1330.0
609,18647.0,1370.0
610,18665.0,1369.0
611,18671.0,624.0
612,2355.0,109.0
613,4397.0,330.0
614,4567.0,395.0
615,5042.0,392.0
616,9535.0,709.0
617,9592.0,716.0
618,9703.0,724.0
619,9705.0,725.0
620,11056.0,841.0
621,11955.0,916.0
622,13555.0,400.0
623,13920.0,1035.0
624,14159.0,1048.0
625,14374.0,1051.0
626,16449.0,1226.0
627,18765.0,10.0
628,18766.0,1383.0
629,19193.0,1411.0
630,151.0,11.0
631,818.0,60.0
632,3953.0,1007.0
633,5006.0,384.0
634,7304.0,580.0
635,8708.0,645.0
636,11822.0,902.0
637,12557.0,954.0
638,13705.0,1505.0
639,14962.0,1120.0
640,18451.0,1352.0
641,19163.0,1406.0
642,19213.0,1412.0
643,20645.0,1507.0
644,68.0,7.0
645,519.0,413.0
646,613.0,46.0
647,800.0,453.0
648,1365.0,1241.0
649,2661.0,443.0
650,2662.0,407.0
651,2664.0,463.0
652,2971.0,414.0
653,3204.0,415.0
654,3395.0,444.0
655,3411.0,229.0
656,3872.0,408.0
657,4226.0,451.0
658,5182.0,426.0
659,5270.0,465.0
660,5806.0,56.0
661,5954.0,487.0
662,5962.0,460.0
663,6026.0,410.0
664,6059.0,1238.0
665,6075.0,397.0
666,6591.0,445.0
667,6812.0,446.0
668,6964.0,553.0
669,9141.0,416.0
670,10758.0,808.0
671,11088.0,399.0
672,11723.0,461.0
673,11786.0,417.0
674,11911.0,447.0
675,12444.0,1302.0
676,12541.0,663.0
677,12558.0,955.0
678,12595.0,960.0
679,13031.0,1377.0
680,13477.0,1013.0
681,14003.0,401.0
682,14030.0,1040.0
683,14181.0,442.0
684,14574.0,409.0
685,14954.0,350.0
686,15138.0,1135.0
687,15352.0,419.0
688,15532.0,462.0
689,15928.0,1183.0
690,16049.0,1196.0
691,16104.0,1200.0
692,16656.0,1244.0
693,16657.0,420.0
694,16744.0,1252.0
695,17100.0,137.0
696,17101.0,138.0
697,17107.0,411.0
698,17132.0,1268.0
699,17297.0,421.0
700,17765.0,1313.0
701,17786.0,455.0
702,18209.0,456.0
703,18502.0,403.0
704,18577.0,1303.0
705,18585.0,422.0
706,18810.0,452.0
707,18837.0,1385.0
708,18890.0,457.0
709,18891.0,1378.0
710,18912.0,423.0
711,19153.0,412.0
712,19484.0,1379.0
713,19638.0,449.0
714,19813.0,1446.0
715,19857.0,424.0
716,20196.0,1474.0
717,9523.0,708.0
718,14801.0,1099.0
719,15831.0,1174.0
720,1699.0,126.0
721,9496.0,706.0
722,10181.0,761.0
723,16240.0,1207.0
724,18186.0,1336.0
725,20063.0,1462.0
726,5605.0,474.0
727,19899.0,1449.0
728,14497.0,1066.0
729,14747.0,1087.0
730,14813.0,1101.0
731,238.0,351.0
732,574.0,40.0
733,2356.0,169.0
734,3985.0,287.0
735,4127.0,352.0
736,4708.0,359.0
737,5194.0,427.0
738,5358.0,436.0
739,6590.0,540.0
740,6779.0,543.0
741,8155.0,619.0
742,8796.0,652.0
743,10751.0,806.0
744,11486.0,875.0
745,11489.0,878.0
746,11491.0,877.0
747,12175.0,937.0
748,12452.0,948.0
749,15276.0,1149.0
750,15945.0,1186.0
751,17488.0,1296.0
752,18312.0,1342.0
753,19768.0,1442.0
754,20174.0,1471.0
755,20735.0,204.0
756,20838.0,28.0
757,97.0,9.0
758,1402.0,97.0
759,1523.0,210.0
760,8889.0,662.0
761,9289.0,690.0
762,9874.0,731.0
763,13383.0,1005.0
764,17428.0,1293.0
765,18119.0,1331.0
766,18278.0,1340.0
767,96.0,8.0
768,1603.0,119.0
769,1644.0,121.0
770,1916.0,143.0
771,1918.0,144.0
772,1919.0,145.0
773,2055.0,150.0
774,2806.0,199.0
775,3884.0,433.0
776,4450.0,336.0
777,4565.0,348.0
778,4828.0,375.0
779,5092.0,394.0
780,6734.0,1514.0
781,7154.0,563.0
782,7388.0,584.0
783,7724.0,595.0
784,9108.0,683.0
785,9370.0,694.0
786,9970.0,738.0
787,10007.0,743.0
788,10059.0,746.0
789,10069.0,748.0
790,10386.0,770.0
791,10685.0,795.0
792,11158.0,339.0
793,12283.0,942.0
794,12971.0,980.0
795,13310.0,1000.0
796,13857.0,1026.0
797,14011.0,1039.0
798,14325.0,1058.0
799,14666.0,1083.0
800,14890.0,1116.0
801,14972.0,1121.0
802,15069.0,342.0
803,16224.0,1206.0
804,16330.0,1215.0
805,17219.0,1280.0
806,17226.0,1354.0
807,17402.0,1292.0
808,17612.0,1297.0
809,17873.0,1355.0
810,19029.0,1393.0
811,19166.0,1407.0
812,20841.0,1512.0
813,20920.0,1513.0
814,21031.0,1521.0
815,21086.0,1523.0
816,21112.0,1525.0
817,21178.0,1530.0
818,21199.0,1532.0
819,182.0,16.0
820,446.0,29.0
821,509.0,35.0
822,515.0,36.0
823,1444.0,101.0
824,1695.0,125.0
825,2407.0,172.0
826,3046.0,211.0
827,3095.0,215.0
828,3215.0,220.0
829,3329.0,222.0
830,3472.0,239.0
831,4341.0,322.0
832,6352.0,518.0
833,10589.0,783.0
834,11002.0,831.0
835,12376.0,945.0
836,14398.0,1061.0
837,14615.0,1078.0
838,14854.0,1115.0
839,15079.0,1133.0
840,15429.0,1154.0
841,15606.0,1163.0
842,15785.0,1169.0
843,16457.0,1228.0
844,17152.0,1270.0
845,17330.0,1286.0
846,18437.0,1351.0
847,18871.0,1387.0
848,18939.0,1388.0
849,19143.0,1404.0
850,19549.0,1424.0
851,19780.0,1444.0
852,19985.0,1453.0
853,19986.0,1454.0
854,1208.0,248.0
855,2471.0,181.0
856,2532.0,249.0
857,3639.0,247.0
858,4138.0,252.0
859,4323.0,321.0
860,6583.0,537.0
861,6922.0,538.0
862,7208.0,253.0
863,7936.0,665.0
864,8949.0,671.0
865,11268.0,859.0
866,11825.0,903.0
867,12364.0,944.0
868,12934.0,650.0
869,14283.0,1054.0
870,15656.0,380.0
871,16029.0,1195.0
872,16199.0,1205.0
873,16263.0,1210.0
874,17954.0,142.0
875,18761.0,1381.0
876,19154.0,1405.0
877,19926.0,1450.0
878,1273.0,91.0
879,2010.0,148.0
880,4773.0,368.0
881,9910.0,733.0
882,9944.0,1358.0
883,10033.0,744.0
884,12025.0,923.0
885,12710.0,967.0
886,13480.0,1014.0
887,14086.0,1044.0
888,14720.0,1085.0
889,15041.0,1128.0
890,17838.0,1315.0
891,19458.0,1421.0
892,21158.0,1529.0
893,21188.0,1531.0
894,1138.0,83.0
895,2067.0,66.0
896,2389.0,171.0
897,2619.0,188.0
898,4787.0,372.0
899,4953.0,381.0
900,5802.0,484.0
901,6239.0,510.0
902,10166.0,759.0
903,10167.0,758.0
904,11802.0,901.0
905,11982.0,918.0
906,12028.0,924.0
907,12762.0,970.0
908,14124.0,1046.0
909,14800.0,1098.0
910,17615.0,1298.0
911,17720.0,1305.0
912,18511.0,846.0
913,18988.0,1389.0
914,20279.0,1481.0
915,20291.0,1482.0
916,20299.0,1484.0
917,21128.0,1526.0
918,42.0,3.0
919,65.0,6.0
920,256.0,18.0
921,327.0,21.0
922,407.0,26.0
923,590.0,43.0
924,683.0,50.0
925,790.0,58.0
926,810.0,59.0
927,923.0,65.0
928,972.0,68.0
929,988.0,71.0
930,1255.0,90.0
931,1447.0,857.0
932,1837.0,133.0
933,3160.0,218.0
934,3428.0,233.0
935,3429.0,234.0
936,3454.0,235.0
937,3466.0,238.0
938,4043.0,295.0
939,4104.0,301.0
940,4364.0,323.0
941,4812.0,374.0
942,5604.0,396.0
943,5616.0,226.0
944,5618.0,476.0
945,6675.0,1242.0
946,7537.0,1441.0
947,9202.0,688.0
948,10362.0,768.0
949,11060.0,842.0
950,13034.0,990.0
951,14197.0,1049.0
952,14296.0,1055.0
953,14772.0,1092.0
954,15229.0,1143.0
955,15237.0,1144.0
956,15245.0,1145.0
957,15805.0,1171.0
958,15941.0,1185.0
959,16075.0,1239.0
960,16423.0,1222.0
961,16478.0,1230.0
962,16696.0,1246.0
963,17292.0,1283.0
964,17727.0,1306.0
965,18388.0,1347.0
966,18467.0,402.0
967,18599.0,1363.0
968,19057.0,1395.0
969,19627.0,1428.0
970,20012.0,1456.0
971,20032.0,27.0
972,234.0,17.0
973,539.0,37.0
974,1505.0,103.0
975,1754.0,128.0
976,2176.0,156.0
977,6259.0,511.0
978,6260.0,512.0
979,7896.0,606.0
980,8460.0,630.0
981,8474.0,631.0
982,9420.0,701.0
983,9631.0,718.0
984,10076.0,751.0
985,10143.0,757.0
986,10502.0,776.0
987,10682.0,793.0
988,10857.0,824.0
989,10940.0,828.0
990,12194.0,939.0
991,12280.0,941.0
992,12459.0,949.0
993,13017.0,987.0
994,13775.0,1021.0
995,13887.0,1015.0
996,13955.0,1038.0
997,14985.0,1124.0
998,14990.0,1125.0
999,15869.0,1178.0
1000,15904.0,1181.0
1001,17048.0,1262.0
1002,17872.0,1322.0
1003,18065.0,1327.0
1004,18073.0,1328.0
1005,18285.0,1341.0
1006,18951.0,1399.0
1007,19663.0,1430.0
1008,19938.0,1452.0
1009,20158.0,1470.0
1010,17.0,0.0
1011,1518.0,106.0
1012,1877.0,136.0
1013,3165.0,219.0
1014,3719.0,260.0
1015,3762.0,267.0
1016,4370.0,324.0
1017,5928.0,491.0
1018,6511.0,528.0
1019,6561.0,534.0
1020,7078.0,556.0
1021,7116.0,562.0
1022,7131.0,1448.0
1023,7251.0,575.0
1024,7377.0,583.0
1025,7819.0,600.0
1026,8548.0,635.0
1027,8885.0,661.0
1028,9829.0,728.0
1029,10192.0,764.0
1030,10749.0,805.0
1031,10822.0,1317.0
1032,12836.0,974.0
1033,12837.0,973.0
1034,13303.0,998.0
1035,15934.0,1184.0
1036,17153.0,1271.0
1037,17868.0,1321.0
1038,19809.0,1445.0
1039,21089.0,1524.0
1040,35.0,1.0
1041,1313.0,93.0
1042,1417.0,98.0
1043,1453.0,102.0
1044,2954.0,1503.0
1045,4033.0,294.0
1046,4132.0,302.0
1047,4149.0,305.0
1048,4172.0,307.0
1049,4251.0,312.0
1050,4275.0,314.0
1051,4276.0,315.0
1052,4305.0,319.0
1053,4388.0,326.0
1054,4502.0,344.0
1055,4578.0,349.0
1056,4642.0,354.0
1057,4693.0,358.0
1058,4743.0,361.0
1059,4954.0,382.0
1060,5050.0,393.0
1061,5210.0,430.0
1062,5459.0,458.0
1063,5974.0,493.0
1064,5997.0,496.0
1065,6002.0,497.0
1066,6309.0,516.0
1067,7007.0,554.0
1068,7226.0,569.0
1069,7306.0,581.0
1070,7900.0,607.0
1071,8254.0,627.0
1072,8312.0,628.0
1073,8704.0,644.0
1074,8838.0,656.0
1075,8852.0,657.0
1076,8938.0,666.0
1077,9517.0,707.0
1078,9636.0,719.0
1079,9645.0,720.0
1080,9654.0,722.0
1081,9657.0,723.0
1082,10501.0,775.0
1083,11062.0,843.0
1084,11065.0,844.0
1085,11222.0,852.0
1086,11459.0,870.0
1087,11763.0,893.0
1088,12029.0,925.0
1089,14514.0,1069.0
1090,14516.0,1071.0
1091,15504.0,1159.0
1092,15971.0,1188.0
1093,16070.0,1197.0
1094,16255.0,1208.0
1095,16336.0,1216.0
1096,16507.0,1235.0
1097,16992.0,1259.0
1098,16996.0,1260.0
1099,17062.0,490.0
1100,17188.0,1279.0
1101,17361.0,1290.0
1102,17497.0,847.0
1103,17743.0,1311.0
1104,17759.0,1312.0
1105,18261.0,1338.0
1106,18508.0,1357.0
1107,18529.0,1360.0
1108,18728.0,1375.0
1109,18861.0,1386.0
1110,19425.0,1420.0
1111,20648.0,1508.0
1112,20950.0,1515.0
